,Companies,Jobs,Locations,Easy_Apply,Rating,Summary
302,The RMR Group,Senior Data Engineer,"Denver, CO",Not Easy Apply,3.8," Strong ability to design, build and manage data pipelines for data structures encompassing data transformation, data models, schemas, metadata and workload…"
303,KPMG,"Manager, Big Data Software Engineer","Denver, CO",Not Easy Apply,4.0," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
304,CACI,Data Engineer (Up to 25% Profit Sharing Benefit!),"Denver, CO",Not Easy Apply,3.9, Work with external data providers and stakeholders to engineer the ingest of and distribution of mission-relevant data feeds into the FADE data ecosystem.
305,Lena Research Foundation,Principal Algorithm Engineer: Speech Processing and Machine Learning,"Boulder, CO",Easy Apply,," LENA, a social impact technology organization located in Boulder, Colorado, has developed amazing hardware and. We continue to grow and are looking."
306,Ria Financial,Sr. Web Analyst and Implementation,"Denver, CO",Not Easy Apply,3.7," Hands-on experience or education in data analytics, reporting, data science or business intelligence. Collaborate with business stakeholders on development…"
307,HERE Technologies,Lead Software Engineer - Machine Learning,"Boulder, CO",Not Easy Apply,3.8," M.S. or B.S. degree in computer science or a related discipline. You will be joining the Aggregation team, which supports the creation and update of accurate,…"
308,Global Resource Solutions,Cyber Security Data Scientist,"Colorado Springs, CO",Not Easy Apply,3.9," Develops per customer requirements and designs solutions related to Big Data, Data Governance, and large scale date search and storage."
309,Blue Margin,Data Warehousing Engineer,"Fort Collins, CO",Easy Apply,, Comprehensive grasp of data visualization methods and data modeling for effective report creation. Develop and maintain data warehouses.
310,Comcast,Data Center Infrastructure & Services Engineer II,"Centennial, CO",Not Easy Apply,3.7," Five plus years of experience in High Speed Data, Voice, IP and Data Networking. Data Center planning and engineering. Diverse knowledge of HVAC dynamics."
311,Pearson,Sr Software Engineer - Machine Learning,"Centennial, CO",Not Easy Apply,3.8," + Develop scalable data processing pipelines. + Be willing to learn new skills whether they are directly tied to software development, software testing, data…"
312,"Amazon Web Services, Inc.","Specialist SA, Machine Learning/AI Services","Denver, CO",Not Easy Apply,3.6," Data science background and experience manipulating/transforming data, model selection, model training, cross-validation and deployment at scale."
313,ThinkDeeply Inc.,Consulting Staff Engineer - Machine Learning,"Denver, CO",Easy Apply,," Some experience in setting up large scale training data pipelines. Collect, Organize and Process data pipelines for developing ML models."
314,CenturyLink,Sr Lead Data System Engineer,"Denver, CO",Not Easy Apply,3.5, Understand and support the data architecture with the ability and expertise to develop overall solution to support the architectural direction.
315,Hewlett Packard Enterprise,Senior Solutions Engineer – Big Data,"Fort Collins, CO",Not Easy Apply,3.7," Knowledge of data streaming technologies a plus. Bachelor's or Master's degree in Computer Science, Information Systems, or equivalent."
316,Ball Aerospace,Spacecraft Command and Data Handling (C D H) Engineer II (668273) - Security clearance required,"Boulder, CO",Not Easy Apply,3.8, Engineer II – Spacecraft Command and Data Handling (C&DH). Work within the Command & Data Handling (C&DH) subsystem team to support the definition of…
317,CenturyLink,Senior Tax Data Analyst,"Broomfield, CO",Not Easy Apply,3.5," Python and/or R data script writing. Bachelor’s degree in Data Science/Analytics with an emphasis in Accounting, Finance, or related field."
318,Leidos,Data Engineer with TS/SCI with Poly,"Aurora, CO",Not Easy Apply,3.8, Support of production data processing and data distribution systems. Work with data providers and customers to ensure data quality and availability.
319,SoundHound Inc.,Senior DevOps Engineer - Machine Learning Infrastructure,"Boulder, CO",Not Easy Apply,," BS in Computer Science, Electrical Engineering, or equivalent and 5+ years of experience or MS and 3+ years of experience."
320,Ball Aerospace,Senior Electrical Engineer-Spacecraft Command & Data Handling Responsible Engineer (668570),"Boulder, CO",Not Easy Apply,3.8, Senior Electrical Engineer - Spacecraft Command & Data Handling Responsible Engineer. Track and coordinate delivery and review of subcontract data deliverables.
321,Ball Aerospace,Electrical Engineer II-Spacecraft Command & Data Handling (668562) - Security clearance required,"Boulder, CO",Not Easy Apply,3.8, Electrical Engineer II – Spacecraft Command & Data Handling. This position is for an electrical engineer who can work within the Command & Data Handling (CDH)…
322,LOCKHEED MARTIN CORPORATION,"Electronics Engineer, Command and Data Handling and Power Technical Lead, Mid-Career","Littleton, CO",Not Easy Apply,4.1," Familiarity with Spacecraft Bus Subsystems such as: Avionics, Power, GN&C, Thermal, RF Communications, Data Handling and Management, Telemetry and Commanding,…"
323,Ball Aerospace,Senior Electrical Engineer-Spacecraft Command & Data Handling (666421) - Security clearance required,"Boulder, CO",Not Easy Apply,3.8," Senior Electrical Engineer, Spacecraft Command & Data Handling. This leadership position is for a highly-experienced electrical engineer who can lead the…"
324,Jacobs,Big Data Systems Design Engineer IRES - SAFB,"Schriever AFB, CO",Not Easy Apply,3.9, Assist Data Analytics Systems Administrators with managing and maintaining the Data Analytics Platform. Experience with big data technologies to include:
325,Ball Aerospace,Principal Electrical Engineer-Spacecraft Command & Data Handling Responsible Engineer (666071),"Boulder, CO",Not Easy Apply,3.8, Principal Electrical Engineer - Spacecraft Command & Data Handling Responsible Engineer. Track and coordinate delivery and review of subcontract data…
326,PHOENIX,Sr Business Analyst / Data Scientist,"Denver, CO",Easy Apply,, See the data “forest for the trees” and help identify connections between existing data sets and holes that could be filled by new analytics and data sets.
327,Avero,Data Science Modeler,"Boulder, CO",Not Easy Apply,2.6," As a Data Science Modeler, you will be a key player in building out and deploying ML algorithms within the Avero Data Science team."
328,Valen Analytics,Data Scientist,"Denver, CO",Not Easy Apply,, Effectively represent the Data Science group in a collaborative environment to execute on company goals. Data visualization software and tools.
329,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
330,Willis Towers Watson,Data Scientist,"Denver, CO",Not Easy Apply,3.7," University bachelor’s degree in data science, data analysis, statistics, applied mathematics, computer science, engineering, or any other related discipline;…"
331,Horizontal,Data Scientist,"Broomfield, CO",Not Easy Apply,," Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
332,Valen Analytics,Data Engineer,"Denver, CO",Not Easy Apply,, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
