,Companies,Jobs,Locations,Easy_Apply,Rating,Summary
457,Kaiser Permanente,"Principal Data Warehouse Engineer - Informatica, Teradata","Renton, WA",Not Easy Apply,4.2," Experience designing Data Management processes and standards for Metadata Management, Data Architecture, Data Quality, and Data Security."
458,"Amazon Web Services, Inc.","Strategic Customer Engagements, Data Engineer - Pricing Analytics","Seattle, WA",Not Easy Apply,3.6," Interface with other technology teams to extract, transform, and load data from a wide variety of data sources using SQL and AWS big data technologies."
459,University of Washington,SENIOR DATA ENGINEER,"Seattle, WA",Not Easy Apply,4.1," Python and R data science libraries (pandas, numpy, tidyverse, etc.). This infrastructure will include data architecture for collecting, storing, retrieving…"
460,Zillow Group,"Director, Machine Learning Engineering","Seattle, WA",Not Easy Apply,3.8, Collaborate with data and applied science teams to integrate research into a technical roadmap for product development. This team covers it all.
461,Apple,Research Program Manager - Machine Learning,"Seattle, WA",Not Easy Apply,4.2, MS/PhD in Computer Science or related technical field. Imagine what you could do here. Apple’s AI/ML organization is looking for a Research Program Manager to…
462,Indeed,Business Intelligence Analyst,"Seattle, WA",Easy Apply,4.4," 3+ years of Industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
463,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
464,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
465,Gee Whiz,Business Intelligence Analyst,"Orondo, WA",Easy Apply,," 2+ years of relevant experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
466,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
467,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
468,Triplebyte,Machine Learning Engineer,"Seattle, WA",Easy Apply,," For any company building software, this is crucial for success. Fields your work will touch on*. We have a novel dataset of candidate profiles and interview…"
469,Triplebyte,Machine Learning Engineer,"Seattle, WA",Easy Apply,," For any company building software, this is crucial for success. Fields your work will touch on*. We have a novel dataset of candidate profiles and interview…"
470,"Amazon.com Services, Inc.","Data Engineer, Transportation Execution","Bellevue, WA",Not Easy Apply,3.6, As a Data Engineer you'll shape the data handling strategy; build robust data pipelines that feed several real time decision making/modeling systems; leverage…
471,Dropbox,Machine Learning Engineer,"Seattle, WA",Not Easy Apply,3.7," PhD in Computer Science or related field with research in machine learning. BS (or higher, e.g., MS, or PhD) in Computer Science or related technical field…"
472,NanoString,Product Application Scientist,"Seattle, WA",Easy Apply,3.2, Ph.D. in a biomedical science (or related field) required. Experience with biostatistics and computational data analysis is strongly preferred.
473,Redcley,Machine Learning Engineer,"Redmond, WA",Easy Apply,, BS in computer science (with Machine Learning focus). Masters or PhD in computer science (with Machine Learning focus).
474,eSentire,Senior Machine Learning Scientist,"Seattle, WA",Not Easy Apply,4.1, Experience working in cybersecurity or working with network or log data. CS fundamentals: You have earned at least a Bachelor's or Master's degree in computer…
475,Blink Health,Senior Data Engineer,"Seattle, WA",Easy Apply,5.0," Python, building data pipelines, and managing data at multiple companies. As the senior software engineer for data, you will be a thought leader within the data…"
476,FreightWeb,Machine Learning Engineer,"Seattle, WA",Easy Apply,, Full stack engineering experience and knowledge of data modeling and AWS data storage systems is a big plus. What does a Machine Learning Engineer at FreightWeb…
477,Sinclair Broadcast Group,Software Development Engineer II - Data,"Seattle, WA",Easy Apply,3.0," Develop and maintain data pipelines into a cloud-native data warehouse. Well-versed using data visualization tools (e.g. Data Studio, Power BI, Tableau, etc.)."
478,"Amazon.com Services, Inc.",Data Engineer-CS Operational Excellence,"Seattle, WA",Not Easy Apply,3.6," Improve upon the data ingestion models, ETLs, and alarming to maintain data integrity and data availability. Knowledge of data management fundamentals and data…"
479,Expedia.com,Data Engineer II,"Seattle, WA",Not Easy Apply,3.9, We expect our data engineers to build durable data pipelines with the ability to scale elegantly with data volume growth. BSCS or MSCS in relevant field.
480,Slalom Consulting,Senior Data Engineer - Data & Analytics,"Seattle, WA",Not Easy Apply,3.7," Proven experience with data warehousing, data ingestion, and data profiling. 0-3 years of related work experience in Data Engineering or Data Warehousing."
481,Puget Sound Energy,Senior Data Scientist,"Bellevue, WA",Not Easy Apply,3.8, Data mining and management experience. Experience working with customer and/or meter data. Complex data analysis to identify opportunities to improve our…
482,Apogee Group LLC,Business Integration Analyst & Report Writer,"Richland, WA",Easy Apply,," Bachelor’s degree in data science, data analytics, computer science or equivalent plus 2+ years of related experience, or equivalent combination of education…"
483,Facebook,Software Engineer - Real-Time Data Specialist,"Seattle, WA",Not Easy Apply,4.2," Experience working directly with data engineering or data science teams. As an infrastructure team, we provide thousands of software engineers, data engineers,…"
484,Zillow Group,"Software Development Engineer, Big Data","Seattle, WA",Not Easy Apply,3.8, Design and implement new data pipelines to support business analysts and data scientists. Experience with the Big Data ecosystem (Hadoop/Hive/Spark/Presto…
485,ActZero.ai,Machine Learning Engineer,"Seattle, WA",Easy Apply,," Develop data set processes for data modeling, mining and production. You will partner with our Data Scientists and Data Engineers to use this data to…"
486,Outreach,"Software Engineer, Data Platform","Seattle, WA",Not Easy Apply,," Owner of the core company data pipeline, responsible for scaling up data processing flow to meet the data growth at Outreach."
487,"Amazon.com Services, Inc.","Data scientist, Amazon Payment Products","Seattle, WA",Not Easy Apply,3.6," Experience with large data sets, big data and analytics. You own customer relationship about data and execute tasks that are manifestations of such ownership,…"
488,Zillow Group,"Senior Data Scientist, Consumer Analytics","Seattle, WA",Not Easy Apply,3.8," Extensive experience directly querying multi-terabyte-sized data sets (with Hive and Presto) including click-stream data (like Google Analytics), third party…"
489,Avani Technology Solutions Inc,Data Enviroment Engineer with TDM,"Seattle, WA",Not Easy Apply,4.6, Create synthetic test data and implement data virtualization techniques to test data capacity and privacy data requirements. O Test Data Virtualization tools.
490,"Amazon.com Services, Inc.","Data Engineer, Amazon Prime Video","Seattle, WA",Not Easy Apply,3.6," As a data engineer in this team, you will solve big data warehousing problems on a massive scale. You will apply cloud-based AWS services to solve challenging…"
491,"Amazon.com Services, Inc.",Sr. Data Engineer,"Seattle, WA",Not Easy Apply,3.6," Experience building/operating highly available, distributed systems of data extraction, ingestion, and processing of large data sets."
492,Adaptive Biotechnologies,"Sr. Data Scientist, Molecular Product Development","Seattle, WA",Not Easy Apply,4.8," Ability to understand and contribute to analysis of NGS immunosequencing data, which will require developing innovative methods for statistical analyses for big…"
493,Providence Health & Services,Senior Healthcare Analyst Lead,"Renton, WA",Not Easy Apply,3.6," Bachelor’s or Master’s degree in Health Informatics, Public Health, Statistics, Computer Science, Information Management, Data Science, or related analytical…"
494,TenPoint7,Data Engineer,"Seattle, WA",Easy Apply,," Define, develop, and maintain the TenPoint7 Cloud platform including the technology components that provide: data ingestion, data integration, data modeling,…"
495,Zillow Group,"Product Manager, Zillow Offers Machine Learning - Intern","Seattle, WA",Not Easy Apply,3.8, You have fundamental knowledge of Data Science principles. Partnering with internal teams to capture data requests and translate them into concrete requirements…
496,NSFWjobs,Machine Learning Software Engineer,"Seattle, WA",Easy Apply,," The ideal candidate will be an expert in machine learning and data science. ML enginers work with large data sets, create data pipelines, and build machine…"
497,Expedia.com,Senior Data Engineer,"Bellevue, WA",Not Easy Apply,3.9, We expect our data engineers to build durable data pipelines with the ability to scale elegantly with data volume growth.
498,Microsoft,Senior Machine Learning Scientist,"Redmond, WA",Not Easy Apply,4.2," Experience with ML tools to build models and analyze data. We analyze customer data, work to understand customer problems, build models to assess these problems…"
499,Pacific Northwest National Laboratory,Data Engineer in Cyber and Machine Learning â€“ Intermediate,"Seattle, WA",Not Easy Apply,4.1," Group: Data Sciences and Analytics. Job Category: Computation and Information Sciences. We provide capabilities in data modeling and the design, development and…"
500,Fred Hutchinson Cancer Research Center,"Post-Doctoral Research Fellow, Data Science","Seattle, WA",Not Easy Apply,4.2," Previous experience with genomics or immunological data analyses. Experience with good software development practices (e.g. design, unit tests, documentation,…"
501,Zulily,"Lead Analyst, Analytics (zu)","Seattle, WA",Not Easy Apply,3.2, Data mining – use SQL or Tableau to extract appropriate data and aggregate in relevant ways. Work with Data Science & Machine Learning teams to continue to…
502,Banfield Pet Hospital,"Analyst,Veterinary Affairs","Vancouver, WA",Not Easy Apply,3.2," Bachelor’s Degree in Computer Science, Business Intelligence, Data Science, Data Analytics, Statistics required or the equivalent combination of education,…"
503,Starbucks,"senior data engineer, Business Data Services, Starbucks Technology - Seattle, WA","Seattle, WA",Not Easy Apply,4.0," This position is responsible for design, development, testing and support for data pipelines to enable continuous data processing for data exploration, data…"
504,doxo,Data Analyst | Engineer - Paid Marketing,"Seattle, WA",Easy Apply,," Maintain and expand upon our paid marketing data ecosystem by maintaining our ETL process, consuming data from our Ad Partner APIs and merging marketing data…"
505,Chameleon Technology,Software Engineer – Data,"Vancouver, WA",Not Easy Apply,," We build powerful webservices, complex data pipelines, and advanced data analytics. Advanced data reporting and forecasting."
506,"Amazon.com Services, Inc.","Financial Analyst, Consumer FP&A","Seattle, WA",Not Easy Apply,3.6," In addition, this position will be responsible for variance analysis, explaining and understanding they key drivers between plan and actuals, and will use data…"
507,KPMG,"Manager, Data Scientist, Natural Language Processing (NLP)","Seattle, WA",Not Easy Apply,4.0," Work with clients to discover data sources, and create data requests; Lead the ETL process to ingest structured data and annotation processes to enrich…"
508,"Amazon.com Services, Inc.",Software Devlopment Engineer - Amazon Kinesis Data Streams,"Seattle, WA",Not Easy Apply,3.6," Collaborate with some of the leading minds in distributed systems and Big Data. Master’s degree or higher in Computer Science, Engineering or related field."
509,"Amazon.com Services, Inc.","Data Engineer, Alexa Shopping","Seattle, WA",Not Easy Apply,3.6," 5+ years experience with various Databases, Big Data Frameworks, ETL and data analysis tools. Expert knowledge of Data Modelling for OLAP databases and large…"
510,Expedia.com,"Software Development Engineer II, Machine Learning","Bellevue, WA",Not Easy Apply,3.9," Experience with data science and natural language related packages including scikit-learn, NLTK, Spacy, NumPy, SciPy and Pandas."
511,doxo,Data Engineer,"Seattle, WA",Easy Apply,, Experience with AWS data technologies. BS/MS in Computer Science or Engineering. Ensure proper security and access control to analytics data.
512,"Amazon Web Services, Inc.",Data Visualization Engineer,"Seattle, WA",Not Easy Apply,3.6, Are you a Business Intelligence / data visualization specialist? These professional services engagements will focus on customer solutions such as Machine…
513,Port of Seattle,Business Intelligence Analyst III,"Seattle, WA",Not Easy Apply,3.8," Deliver and maintain best practices in data acquisition, data integration, data visualization, optimization, and implementation of solutions."
514,Microsoft,Applied Machine Learning Scientist,"Redmond, WA",Not Easy Apply,4.2," End-to-end execution of the data science process, from understanding business requirements, data discovery and extraction, model development and evaluation, to…"
515,Bulletproof 360,Senior Product Development Scientist,"Seattle, WA",Not Easy Apply,1.0, Knowledge and data management and sharing skills. Develop data and recommendations for supplement and nutritional facts panel content.
516,"Amazon.com Services, Inc.",Principal Data Scientist - Prime Video Personalization,"Seattle, WA",Not Easy Apply,3.6," Principal Data Scientist – Prime Video Personalization. You will source much of your own data for modelling, and guide junior analysts in data modeling and…"
517,Facebook,"Research Intern, Machine Learning (PhD)","Redmond, WA",Not Easy Apply,4.2," Develop, implement, and evaluate methods for discovering representations of biosensor data that reveal characteristics of human behavior."
518,Convoy,Software Engineer - Machine Learning,"Seattle, WA",Not Easy Apply,3.9, Experience building and working with data pipelines. You will have ownership of: Engineering new features into our existing pricing and relevance models.
519,Outreach,Senior Data Scientist - Recommender Systems,"Seattle, WA",Not Easy Apply,, 3+ years experience in Data Science. The mission of the Data Science team is to accelerate the success of our internal and external customers through…
520,Liberty Mutual Insurance,"Director II, Data Science, GRM Product Design & Modeling Pricing Sophistication","Seattle, WA",Not Easy Apply,3.6, Maintain a knowledge of the latest developments in data science and identify ideas for application to business problems.
521,Seen by Indeed,Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,,
522,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
523,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
524,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
525,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
526,"Amazon.com Services, Inc.",Sr. Machine Learning Scientist,"Seattle, WA",Not Easy Apply,3.6," Experience working with data engineers or business analysts in big data analytics. PhD in computer science, mathematics, engineering, statistics, or a highly…"
527,Premise,Senior Data Engineer,"Seattle, WA",Easy Apply,3.7," You will productize cutting-edge machine learning and data science algorithms in service of data analytics solutions requiring a combination of data pipelines,…"
528,"Amazon.com Services, Inc.","Sr. Data Scientist, SCOT-OSS","Seattle, WA",Not Easy Apply,3.6, SQL or comparable data querying packages. Problem solving and data analysis skills. Experience working in very large data warehouse environments.
529,Blueprint Technologies,Mid-Level Data Engineer,"Bellevue, WA",Easy Apply,3.2," We have a special focus in cloud and infrastructure, data platform and engineering, data science and analytics, organizational modernization and customer…"
530,Outreach,Senior Data Scientist - Experimentation and Causal Inference,"Seattle, WA",Not Easy Apply,," 3+ years experience in Data Science. Key goal of the Data Science team is to transform how playbooks are created and optimized, through the use of trustworthy…"
531,Facebook,"Applied Research Scientist, Core Machine Learning","Seattle, WA",Not Easy Apply,4.2," MS degree in Computer Science or related quantitative field with 5+ years of relevant experience, or Ph.D degree in Computer Science or related quantitative…"
532,Outreach,Senior Data Scientist - NLP,"Seattle, WA",Not Easy Apply,, 3+ years experience in Data Science. The mission of the Data Science team is to accelerate the success of our internal and external customers through…
533,Algorithmia,Machine Learning Engineer - Infrastructure,"Seattle, WA",Easy Apply,," Experience working on distributed systems, industry data science, any kind of public AI/ML projects, distributed or parallel computing, or the implementation of…"
534,Microsoft,Principal Data Science Manager,"Redmond, WA",Not Easy Apply,4.2, 10+ years of engineering or data science experience. Our Azure CXP Data Science team is critical to this pursuit. Experience with large data environments.
535,Accenture,Google Data Engineer,"Seattle, WA",Not Easy Apply,4.0," Minimum pf 3 years of experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL, data lake and…"
536,Avante Partners,Data Center Network Engineer,"Spokane, WA",Easy Apply,, Experience with Data Center Security Systems. This individual should possess strong technical skills that include proficiencies with Data Center networking and…
537,"Amazon.com Services, Inc.",Data Engineer - AWS Product BI,"Seattle, WA",Not Easy Apply,3.6," Designing and planning for solutions in the various engineering subject areas as it relates to data storage and movement solutions: data warehousing, enterprise…"
538,"Amazon.com Services, Inc.",Machine Learning Scientist - Prime Video Recommendations,"Seattle, WA",Not Easy Apply,3.6," PhD in Computer Science (Machine Learning, AI, Statistics, Mathematics, or equivalent); PhD in Computer Science, Machine Learning, Operational Research,…"
539,Microsoft,Senior Applied Data Scientist,"Redmond, WA",Not Easy Apply,4.2," Bachelor’s degree, or MS degree in Computer Science, Statistics or Applied Mathematics, Data Science, or Machine Learning."
540,"Amazon.com Services, Inc.","Data Scientist, Speech Processing - Amazon AI","Seattle, WA",Not Easy Apply,3.6," Experience with data selection methods a plus. Handle competing requests from a range of data customers. Diving deep into data, doing analysis, and discovering…"
541,Accenture,Cloud Data Engineer,"Seattle, WA",Not Easy Apply,4.0," Gather, engineer, and prepare data to help clients make smarter decisions. Building and delivering Google Cloud Platform (GCP) infrastructure and solutions to…"
542,JP Morgan Chase,Machine Learning Engineer,"Seattle, WA",Not Easy Apply,3.9," Practical experience working with data pipelines, ETL processes and data transformations. Expertise in application, data and infrastructure architecture…"
543,Xen.ai,Regional Head of Business Development - AI & Machine Learning Solutions,"Seattle, WA",Easy Apply,," Nice to have - familiarity of latest IT trends, AI, Machine Learning, Deep Learning and Data Science. Excellent business development skills to get client…"
544,"Amazon.com Services, Inc.",Business Intelligence Engineer - Alexa Data Services,"Seattle, WA",Not Easy Apply,3.6," Working knowledge of RDBMS and data mining using SQL, ETL, data warehouse. Alexa Data Services team enables Alexa deep learning by providing Ground-Truth data…"
545,Expedia.com,Senior Software Engineer (Data Science),"Bellevue, WA",Not Easy Apply,3.9," Bachelors or Master’s degree in computer science, information technology. Design machine-learning systems as well as selecting appropriate datasets and data…"
546,SAP,Senior Data Platform Engineer,"Bellevue, WA",Not Easy Apply,4.3," Store the ingested data in a data lake that is highly available and cost effective. Strong understanding of design patterns, data structures, and algorithms."
547,"Amazon.com Services, Inc.","Data Engineer, Amazon Devices","Seattle, WA",Not Easy Apply,3.6," 5+ years of demonstrated quantitative and qualitative data experience with data modeling, ETL development. This role will be a key member of a Science and Data…"
548,Navigating Cancer,Senior Healthcare Data Analyst-Data Quality and Validation,"Seattle, WA",Easy Apply,4.0," M.S. in Computer Science, Mathematics, Statistics, Information Science, Health Care administration, Statistics, Data Science or related area."
549,Neal Analytics,Support Analyst 2,"Redmond, WA",Easy Apply,3.0," Acquire data from primary or secondary data sources, validate data integrity in our databases and data collection system. Manage tool configurations and audits."
550,SADA,Senior Data Engineer,"Seattle, WA",Easy Apply,3.9," Engagements vary from being purely consultative to requiring heavy hands-on work and cover a diverse array of domain areas, such as data migrations, data…"
551,"Amazon Web Services, Inc.","Data Scientist, AWS Training & Certification","Seattle, WA",Not Easy Apply,3.6," 3+ years of relevant work experience as a data scientist, statistician, or similar position requiring analysis, statistics, machine learning, and data science."
552,"Amazon.com Services, Inc.",Data Engineer – Global Marketing,"Seattle, WA",Not Easy Apply,3.6, We identify trends in customer behavior using analytical and Data Science techniques. The Data and Insights team does three things.
553,"Amazon.com Services, Inc.",Sr. Business Intelligence Engineer- Alexa Data Services,"Seattle, WA",Not Easy Apply,3.6," Working knowledge of RDBMS and data mining using SQL, ETL, data warehouse. Alexa Data Services team enables Alexa deep learning by providing Ground-Truth data…"
554,"Amazon.com Services, Inc.",Senior Data Scientist - AWS Global Infrastructure,"Seattle, WA",Not Easy Apply,3.6, Experienced in using multiple data science methodologies to solve complex business problems. Experience building complex data visualization.
555,"Amazon.com Services, Inc.",Data Engineer II (L5) - Business Data Technologies,"Seattle, WA",Not Easy Apply,3.6," Implement data ingestion routines both real time and batch using best practices in data modeling, ETL/ELT processes leveraging AWS technologies and Big data…"
556,"Amazon.com Services, Inc.","Business Analyst, Amazon Transportation Services","Seattle, WA",Not Easy Apply,3.6," Build data visualization reports and tools for self-service consumption of data, e.g., Tableau,. Partner with data engineering teams to improve data assets,…"
557,Liberty Mutual Insurance,Data Platform Engineer/Senior Data Platform Engineer,"Seattle, WA",Not Easy Apply,3.6," Data Platform Engineer / Senior Data Platform Engineer. Experience developing data platform core services (data lake, data integration, data warehouse) and…"
558,Allen Institute,Software Engineer III/IV - Machine Learning & Algorithms Engineer,"Seattle, WA",Easy Apply,3.0," Create robust and efficient data pipelines to extract and transform data to quantitative features, knowledge and visualization to support new interactive modes…"
559,Microsoft,Senior Threat Analyst,"Redmond, WA",Not Easy Apply,4.2, Understanding of network protocols and analytical experience with network infrastructure data & telemetry. You will use threat research and data science to not…
560,"Amazon.com Services, Inc.","ES Tech, Business Analyst","Seattle, WA",Not Easy Apply,3.6," Are you passionate about solving business challenges at a global scale using analytics and data science? BA/BS in Business, Computer Science, Finance or another…"
561,University of Washington,"DATABASE ENGINEER, DATA ANALYST","Seattle, WA",Not Easy Apply,4.1," Experience with data cleansing and/or ensuring data integrity. The position will advance our data culture by communicating effectively with business customers,…"
562,"Amazon Web Services, Inc.","Sr. Data Scientist, Forecasting","Seattle, WA",Not Easy Apply,3.6," Expertise using SQL for acquiring and transforming data. Experience with processing, filtering, and presenting large quantities of data."
563,LendingTree,Data Engineer II,"Seattle, WA",Easy Apply,3.9," Implement large scale, high-performance data analytics, and data integration platforms. Experience working with Azure Data Factory."
564,Advaiya,Fullstack DevOps Engineer – Business Intelligence / Data Warehouse,"Seattle, WA",Not Easy Apply,4.0," Solid understanding of data warehouse principles and multi-dimensional data modeling concepts, source to target mapping and data integration architecture."
565,Micron,Machine Learning Application Engineer,"Seattle, WA",Not Easy Apply,3.8," As a Machine Learning Application Engineer you will apply deep learning for application in computer vision, speech, text, and other data domains."
566,"Amazon.com Services, Inc.","Data Engineer, Internal Benchmarking","Seattle, WA",Not Easy Apply,3.6," Design data schema and operate internal data warehouses and SQL/NoSQL database systems. 3+ years of relevant work experience in software development, analytics,…"
567,"Amazon.com Services, Inc.",Redshift Autonomous Data Warehouse - Software Development Engineer,"Seattle, WA",Not Easy Apply,3.6," Experience with large-scale data analytics and data warehousing is a plus. Masters or PhD in Computer Science. In this role, you will have responsibility for:"
568,eSentire,"Manager, Machine Learning Engineering","Seattle, WA",Not Easy Apply,4.1, The Machine Learning Engineering team at eSentire works with data scientists and subject matter experts to develop data and software solutions to whatever…
569,"Amazon.com Services, Inc.",Data Engineer- ACES,"Seattle, WA",Not Easy Apply,3.6," Ø Demonstrated strength in data modeling, ETL development, and Data warehousing. In this role, you will be for responsible for building a data lake and…"
570,"Amazon Web Services, Inc.",Sr. Data Scientist - AWS Demand Planning,"Seattle, WA",Not Easy Apply,3.6, Use of data visualization principles/tools which can integrate with data science outputs. Partner with data engineers to support production data analytics…
571,Square,"Machine Learning Engineer, Knowledge Platform","Seattle, WA",Not Easy Apply,3.8," You will have a wide impact across the company with opportunity to publish papers, contribute to open-source, influence and collaborate with the data science…"
572,Liberty Mutual Insurance,Data Platform Engineer / Senior Data Platform Engineer - Team Atlas,"Seattle, WA",Not Easy Apply,3.6, Data Platform Engineer will join an energetic and engaged Agile software development team focused on delivering exceptional value to GRM data platforms and all…
573,State of Washington Dept. of Ecology,Expert Modeling and Analyst Scientist (Natural Resource Scientist 4),"Lacey, WA",Not Easy Apply,3.4," Experience working with maritime transportation data, including Automatic Identification System data, environmental data, and maritime casualty data."
574,"Amazon.com Services, Inc.","Big Data Engineer, AWS Finance","Seattle, WA",Not Easy Apply,3.6," Demonstrate efficiency in handling data - tracking data lineage, ensuring data quality, and improving discoverability of data."
575,Blue Origin,Systems Data Engineer - New Glenn,"Kent, WA",Not Easy Apply,3.3," Perform data mining for valued projects. Technical expertise in data visualization tools (e.g. Tableau, PowerBI). Experience in multiple coding languages."
576,Apple,Research Program Manager - Machine Learning,"Seattle, WA",Not Easy Apply,4.2, MS/PhD in Computer Science or related technical field. Imagine what you could do here. Apple’s AI/ML organization is looking for a Research Program Manager to…
577,Seen by Indeed,Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,,
578,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
579,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
580,Gee Whiz,Business Intelligence Analyst,"Orondo, WA",Easy Apply,," 2+ years of relevant experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
581,Indeed,Business Intelligence Analyst,"Seattle, WA",Easy Apply,4.4," 3+ years of Industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including…"
582,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
583,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
584,Triplebyte,Machine Learning Engineer,"Seattle, WA",Easy Apply,," For any company building software, this is crucial for success. Fields your work will touch on*. We have a novel dataset of candidate profiles and interview…"
585,"Amazon.com Services, Inc.",Full Stack Engineer - Smart Home Machine Learning,"Seattle, WA",Not Easy Apply,3.6," BS/MS in Computer Science, or equivalent. Hands-on experience across front-end user interfaces, business logic, and data tiers."
586,SAP,Senior Data Platform Engineer,"Bellevue, WA",Not Easy Apply,4.3," Store the ingested data in a data lake that is highly available and cost effective. Strong understanding of design patterns, data structures, and algorithms."
587,Blue Origin,Sr. Data Engineer,"Kent, WA",Not Easy Apply,3.3," 5+ years of data engineering, ETL and/or data warehouse development. Experience with IoT / Smart Factory data collection and aggregation."
588,DocuSign,Principal Analyst – Customer Support,"Seattle, WA",Not Easy Apply,3.7," Experience with advanced analytics and data science. Extreme attention to detail with focus on data quality, data consistency and criticality of compensation…"
589,"Amazon.com Services, Inc.",HR Finance Data Engineer III,"Seattle, WA",Not Easy Apply,3.6," Demonstrated strength in data modeling, ETL development, and Data warehousing. Interface with other technology teams to extract, transform, and load data from a…"
590,Zillow Group,Principal Data Streaming Platform Engineer,"Seattle, WA",Not Easy Apply,3.8," Design and build highly scalable, low-latency, fault-tolerant streaming data platform that empowers Data Scientists, Engineers to build real time data…"
591,Convoy,Software Engineer - Machine Learning,"Seattle, WA",Not Easy Apply,3.9, Experience building and working with data pipelines. You will have ownership of: Engineering new features into our existing pricing and relevance models.
592,Facebook,"Research Scientist, Machine Perception and Learning (PhD)","Redmond, WA",Not Easy Apply,4.2, Analysis of computing data hierarchy from cloud to mobile device client. 2+ years experience with statistical analysis of data and mathematical modeling.
593,Liberty Mutual Insurance,Data Platform Engineer/Senior Data Platform Engineer,"Seattle, WA",Not Easy Apply,3.6," Data Platform Engineer / Senior Data Platform Engineer. Experience developing data platform core services (data lake, data integration, data warehouse) and…"
594,"Amazon.com Services, Inc.",Principal Machine Learning Scientist,"Seattle, WA",Not Easy Apply,3.6," Experience developing in Spark or related Big Data systems. PhD in Machine Learning, Computer Science, Physics, Statistics, Applied Math or related field."
595,Apogee Group LLC,Business Integration Analyst & Report Writer,"Richland, WA",Easy Apply,," Bachelor’s degree in data science, data analytics, computer science or equivalent plus 2+ years of related experience, or equivalent combination of education…"
596,Microsoft,Senior Data Analyst - Digital Marketing,"Redmond, WA",Not Easy Apply,4.2," Bachelors or Masters degree in statistics, data science, applied mathematics, operations research, computer science or a related field, or equivalent…"
597,Uber,Senior Software Engineer - Data 180 (Seattle),"Seattle, WA",Not Easy Apply,3.8," Experience with large-scale data warehousing architectures, data modeling, and data analysis. Work with engineers of multiple disciplines (Data Science, Mobile,…"
598,KPMG,"Associate, Big Data Software Engineer","Seattle, WA",Not Easy Apply,4.0," Shine. Digital Lighthouse houses KPMG's specialized capabilities across the digital landscape: applied data science, AI, data engineering and insights, software…"
599,Pacific Northwest National Laboratory,Data Engineer in Cyber and Machine Learning â€“ Intermediate,"Richland, WA",Not Easy Apply,4.1," Group: Data Sciences and Analytics. Job Category: Computation and Information Sciences. We provide capabilities in data modeling and the design, development and…"
600,"Amazon Web Services, Inc.","Applied Scientist, Machine Learning","Seattle, WA",Not Easy Apply,3.6," The ideal candidate will be an expert in the areas of data science, machine learning and statistics. Strong communication and data presentation skills."
601,"Amazon.com Services, Inc.",Sr. Data Engineer - Ads,"Seattle, WA",Not Easy Apply,3.6," Knowledge of data management fundamentals and data storage principles. Demonstrated strength in data modeling, ETL development, and data warehousing."
602,Google,"Partner Engineer, Machine Learning, Global Technology Partners","Seattle, WA",Not Easy Apply,4.3," Bachelor's degree in Computer Science, Mathematics, related technical field or equivalent practical experience. Experience with CMLE, TPUs, Dataproc."
603,ThinkDeeply Inc.,Consulting Staff Engineer - Machine Learning,"Seattle, WA",Easy Apply,," Some experience in setting up large scale training data pipelines. Collect, Organize and Process data pipelines for developing ML models."
604,DocuSign,Senior Datawarehouse Engineer – Enterprise Data Warehouse,"Seattle, WA",Not Easy Apply,3.7, Develop and own ETL Data Pipeline and Data Model solutions for integrating new data sets into the Snowflake Enterprise Data Warehouse. And that's a good thing.
