,Job_Title,Company,Location,Number_of_Applicants,Description
460,Senior Software Engineer - Cash and Collateral,Goldman Sachs,"Salt Lake City, UT, US",Be among the first 25 applicants,"Corporate Treasury Engineering team is looking for world class software engineers to work closely with Corporate Treasury business partners and help improve liquidity projections/optimizations, financial resource allocation and management, cash and collateral management and funds transfer pricing and execution strategy.This is a one of a kind front to back integrated group that explores new ideas of optimizing firm liquidity position and also execute on the strategy, all in one team. The team is divided into five pillars each with its specific mandate. Whether you like to spend your energies into thinking about the scalable big data architecture, understanding the inventory and liquidity usage optimization algorithms or working with Traders directly on execution of trades and risk management, we have it all for you.Corporate Treasury lies at the heart of Goldman Sachs, ensuring all the businesses have the appropriate level of funding to conduct their activities, while also optimizing the firm’s liquidity and managing its risk and being part of the engineering team will expose you to everything that’s important and happening the firm. The scale of the liquidity optimization and execution problem keeps us interested every day and we hope to share our enthusiasm and challenge with you.YOUR IMPACTOur Corporate Treasury Engineering team is a world leader in developing quantitative techniques and technological solutions that solve complex and commercial business problems. We partner with our firm’s treasurer and businesses, including new growth areas like Marcus and Corporate Banking, to implement a new strategic real-time liquidity platform. You will be involved in Front-to-back liquidity modelling on an event bus that will provide uniformity in all liquidity data that uses Spark for complex liquidity calculations. Clustered HTAP databases provide a high performance, scalable liquidity store. The platform will support a central execution capability to move assets around the globe to meet business obligations and facilitate significant optimization and automation capabilities.In this role, you will be provided unique insight into the firm’s business activities and asset strategy. You will be responsible for defining, developing software’s to analyse data, built metric calculators, automated tools to help business get insights into data, predict scenarios and perform better decision making to reduce interest expenses for the firm. This front to back model gives software developer’s window into all aspects of CT planning and execution while working on cutting edge industrial technologies.How You Will Fulfill Your Potential RESPONSIBILITIES AND QUALIFICATIONS  Translate business and technical requirements into well-engineered business applications based on object oriented design.  Interface with internal clients/end users and other development teams  Participate in the full SDLC for software written with Java, SQL, RESTful web services, JMS messaging and web UIs.  Opportunity to work on No-SQL database, micro-services and AI Technologies Skills And Experience We Are Looking For Bachelor Degree  2-5 years of experience with object orientated programming in Java  2-5 years of experience of relation databases or no-sql databases  Experience working in Agile environment  Strong analytical skills to perform complex functional and technical analysis  Strong communication skills Preferred Qualifications Experience in payments or liquidity management  Front-end skills in Angular JS or REACT  Experience with messaging, e.g. Kafka, and event streams  Experience with Spark  Experience in Big Data and Machine Learning About Goldman SachsThe Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.Â© The Goldman Sachs Group, Inc., 2019. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.Division Engineering"
461,"Software Engineer, Intern (Trust & Collaboration Team)",Ancestry,"Lehi, UT, US",Over 200 applicants,"About AncestryWhen you join Ancestry, you join our family tree. Backed by history, science, and technology, were creating a new world of connection, innovation, and understanding. Whether its reuniting long-lost relatives through DNA or unearthing new family stories from historical records, Ancestry empowers life-changing experiences. With over 20 billion digitized historical records, 100 million family trees, and 15+ million DNA kits sold, Ancestry is bringing the power of personal discovery to people around the world.Ancestry is looking for a highly motivated Software Engineer, Intern to join our Trust & Collaboration team. The Trust & Collaboration team provides the controls and experiences that allow our customers to maintain the level of privacy that they expect for the data that they store in the Ancestry ecosystem. Our team also builds the tools that allow customers to share their findings and information with others. Some of our responsibilities are the customer profile, the customer account and sign in process, the DNA and health kit activation flow, as well as the APIs for securing access to those experiences and data. As a Software Engineer, on the Trust & Collaboration team you will work with other software engineers to create experiences that increase trust among our customers and enable customers to interact with one another to help them find out more about themselves and their families.What You'll DoAttend and actively participate team meetings and scrum ceremoniesCommunicate effectively with team members and other teamsDesign, Develop and Validate user stories to fulfill requirementsContribute to the development and achievement of organizational goalsParticipate in the continuous improvement of the development processWho You AreMust be currently enrolled and actively pursuing an education in Computer Science or another related technical field in a university and graduating after Summer 2020 2 or more years of relevant course work or equivalent industry experienceStrong communication and teamwork skillsPassion for learningKnowledge & Skills RequiredSoftware design patternsSome experience with programming languages:JavaScript / TypeScriptModern Web Development FrameworksJavaSome knowledge of Cloud TechnologiesAbility to follow through on assigned tasks and meet deadlinesBasic organizational skills with ability to handle various tasks and pay attention to detail It takes customer obsession to pioneer and focus on what matters most, to tackle challenges, break through boundaries to create change, to stay on the cutting edge, and pioneer relentlessly. We are looking for the next generation of talent to drive the business, grow our people, and put the customer before all else.Our culture empowers journeys of personal discovery, giving you the freedom to participate in impactful projects and explore the intersections of our businesses: technology, data science, DNA science, product, design, marketing, legal, and more. Were looking for innovative minds, diverse ideas, and for students interested in connecting personal discoveries and technology. Our interns enjoy mentorship and experience challenging work while receiving fantastic pay, fully-paid temporary housing, and having a fun captivating experiencewe have it all. Oh, and did we mention the possibility of full-time employment once you graduate?IND2Additional InformationAncestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means"
462,Software Engineer - Corporate Treasury Engineering,Goldman Sachs,"Salt Lake City, UT, US",74 applicants,"Corporate Treasury Engineering team is looking for world class software engineers to work closely with Corporate Treasury business partners and help improve liquidity projections/optimizations, financial resource allocation and management, cash and collateral management and funds transfer pricing and execution strategy. This is a one of a kind front to back integrated group that explores new ideas of optimizing firm liquidity position and also execute on the strategy, all in one team. The team is divided into five pillars each with its specific mandate. Whether you like to spend your energies into thinking about the scalable big data architecture, understanding the inventory and liquidity usage optimization algorithms or working with Traders directly on execution of trades and risk management, we have it all for you. Corporate Treasury lies at the heart of Goldman Sachs, ensuring all the businesses have the appropriate level of funding to conduct their activities, while also optimizing the firm’s liquidity and managing its risk and being part of the engineering team will expose you to everything that’s important and happening the firm. The scale of the liquidity optimization and execution problem keeps us interested every day and we hope to share our enthusiasm and challenge with you.YOUR IMPACTOur Corporate Treasury Engineering team is a world leader in developing quantitative techniques and technological solutions that solve complex and commercial business problems. We partner with our firm’s treasurer and other members of Corporate Treasury senior leadership to manage the firm’s liquidity risk, secured and unsecured funding programs, and the level and composition of consolidated and subsidiary equity capital and to invest any excess liquidity. In this role, you will be provided unique insight into the firm’s business activities and asset strategy. You will be responsible for defining, developing software’s to analyze data, built metric calculators, automated tools to help business get insights into data, predict scenarios and perform better decision making to reduce interest expenses for the firm. This front to back model gives software developer’s window into all aspects of CT planning and execution while working on cutting edge industrial technologies.How You Will Fulfill Your Potential RESPONSIBILITIES AND QUALIFICATIONS  Use engineering to identify and measure risk and to implement quantitative and technical risk management solutions in software Forge strong relationships with our key business partners, understand financial markets, liquidity management strategies to develop and enhance our treasury systems and processes Apply analytics to drive commercial outcomes and communicate with precision and clarity Understand business needs, facilitate and develop process workflow, data requirements, and specifications required to support implementation Develop scalable architecture and implement software’s following full SDLC cycle Explore latest technology offering and platforms to strategize and build optimum technology solutions Work very closely with business to create real time impact and deliver product with most commercial valueSkills And Experience We Are Looking For Bachelors’ or Master’s degree in Computer Science, Mathematics, Electrical Engineering or related technical discipline Experience in software development, including a clear understanding of data structures, algorithms, software design and core programming concepts Strong analytical and problem solving skills – demonstrated ability to learn technologies and apply Comfortable multi-tasking, managing multiple stakeholders and working as part of a team Excellent communication skills including experience speaking to technical and business audiences and working globally Can apply an entrepreneurial approach and passion to problem solving and product development 2-6 years of technology programming experiencePreferred Qualifications Strong programming experience in at least one compiled language (e.g. C, C++, Java) Experience in designing highly scalable, efficient systems Web technology design experience is plus Familiarity with financial markets, financial assets, and liquidity management is plusAbout Goldman SachsThe Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.Â© The Goldman Sachs Group, Inc., 2019. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet.Division Engineering"
463,"User Experience Designer, Intern for Trust & Collaboration",Ancestry,"Lehi, UT, US",30 applicants,"About AncestryWhen you join Ancestry, you join our family tree. Backed by history, science, and technology, were creating a new world of connection, innovation, and understanding. Whether its reuniting long-lost relatives through DNA or unearthing new family stories from historical records, Ancestry empowers life-changing experiences. With over 20 billion digitized historical records, 100 million family trees, and 15+ million DNA kits sold, Ancestry is bringing the power of personal discovery to people around the world.Ancestrys Trust and Collaboration team is looking for a highly motivated UX Design intern to join us for Summer 2020. Our team is responsible for building and maintaining customer trust. The experiences we create allow people on our platform to engage with each other through profiles, member directories, messaging, and other collaboration tools.As a UX Design Intern on the Trust & Collaboration team, you will work closely with a dedicated design mentor within a warm and friendly design team. Partnering with customers, product managers, user researchers, and software engineers, your work will bring digital experiences to life. Learning how to communicate your concepts and requirements to a cross functional team, you will gain experience working in an agile development environment. Your designs will impact millions of customers across Ancestrys family history and DNA products and be seen by Ancestry leadership, your intern peers, and your coworkers.What You'll DoContribute to product vision using data, analytics, benchmarking, and user feedback to define problems and opportunitiesPartner with consumer insight teams, data scientists in biology and genomics, professional genealogists, legal partners and other stakeholders to inform decisionsCommunicate design solutions through sketches, user flows, wireframes, mockups, and high-fidelity prototypesDefine user test plans, conduct testing to validate concepts, and transfer insights into quality experiencesParticipate in scrum events with a team of software engineers to define how designs will be built, tested and released on Ancestrys platform of web, mobile web and native applicationsWho You AreMust be currently enrolled in a university and graduating after Summer 2020 Pursuing an undergraduate or masters degree in visual design (UX, UI, human-centered, interactive, or similar design discipline)Submit a portfolio with work that showcases proficiency in UX design process and high-quality visual design (These 2-3 projects can consist of actual work and/or coursework)Confidence in UX design tools such as Sketch, Figma and InvisionUse of additional design, prototyping, motion design tools, i.e. Adobe Creative Suite, a plusIt takes customer obsession to pioneer and focus on what matters most, to tackle challenges, break through boundaries to create change, to stay on the cutting edge, and pioneer relentlessly. We are looking for the next generation of talent to drive the business, grow our people, and put the customer before all else.Our culture empowers journeys of personal discovery, giving you the freedom to participate in impactful projects and explore the intersections of our businesses: technology, data science, DNA science, product, design, marketing, legal, and more. Were looking for innovative minds, diverse ideas, and for students interested in connecting personal discoveries and technology. Our interns enjoy mentorship and experience challenging work while receiving fantastic pay, fully-paid temporary housing, and having a fun captivating experiencewe have it all. Oh, and did we mention the possibility of full-time employment once you graduate?IND2Additional InformationAncestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means"
464,Securities Division Operations - Securities Control Operations - Business Intelligence– Associate– Salt Lake City,Goldman Sachs,"Salt Lake City, UT, US",Be among the first 25 applicants,"OPERATIONSOperations is a dynamic, multi-faceted division that partners with all parts of the firm to provide banking, securities, and asset management services to clients around the world. In addition, Operations provides essential risk management and controls to preserve and enhance the firm's assets and its reputation. For every new product launched and every trade executed, it is Operations that develops and manages the processes and controls that enable business flow.YOUR IMPACTThe Securities Division Control team is fast paced and highly visible area responsible for providing a detective control framework ensuring integrity and suitability of sub ledgers via internal, external and client account reconciliation. The team is seeking a skilled professional who will provide business insights for data driven decisions. In this role, you will apply your quantitative, problem solving and customer service skills to support the various business units and clients. You will also play a key role in suggesting and implementing process improvements for the team to mitigate risks and enhance the overall client experience.Responsibilities And Qualifications RESPONSIBILITIES AND QUALIFICATIONS How You Will Fulfill Your Potential Prepare to gain a comprehensive understanding of the trade lifecycle by interacting with the business, middle office, and engineering teams in order to work toward a shared goal  Leverage your innovative skills to identify ways to continually improve current processes  Mitigate risk for the firm and our clients by securely delivering data to stakeholders  Partner with engineering teams to develop scalable business processes to support our clients  Perpetuate the firm’s tradition of excellence in the quality of our work, interactions, and services Basic Qualifications Graduate or Undergraduate degree in Computer Science, Statistics, Math, or Engineering  Analytical, self-motivated, detail-oriented with strong problem solving skills  Ability to work within a high-risk environment and meet challenging deadlines and targets  Ability to communicate clearly with end users, development managers and other stakeholders  Proficient in db query languages such as SQL  Experience in Data Visualization with tools such as Tableau  Experience with using multi-dimensional data modeling/data warehousing for data analytics and reporting  Experience in prescriptive analytics using tools such as Alteryx Preferred Qualifications Understands the broker dealer environment and the key associated market risks  Experience in gathering and documenting requirements with full testing traceability  Experience in predictive analytics using tools such as Alteryx, Python, or R  Create and maintain ETL processes using a vast array of tools About Goldman SachsThe Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.© The Goldman Sachs Group, Inc., 2019. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet."
465,Software Engineer Intern (Big Tree Team),Ancestry,"Lehi, UT, US",170 applicants,"About AncestryWhen you join Ancestry, you join our family tree. Backed by history, science, and technology, were creating a new world of connection, innovation, and understanding. Whether its reuniting long-lost relatives through DNA or unearthing new family stories from historical records, Ancestry empowers life-changing experiences. With over 20 billion digitized historical records, 100 million family trees, and 15+ million DNA kits sold, Ancestry is bringing the power of personal discovery to people around the world.Ancestry is looking for a highly motivated Software Engineer Intern to join our BigTree team. The BigTree team is at the very core of Ancestry, tasked with comparing, matching, and grouping 25+ billion records and persons in our members family trees. The backend services from BigTree provide the brains behind all the hints Ancestry customers receive. As a Software Engineer Intern on the BigTree team you will gain valuable software engineering experience writing RESTful web services, deploying and managing scalable resources using AWS, and working alongside other professionals within your discipline.What You'll DoWrite highly-available and performant RESTful web servicesUtilize cutting-edge AWS technologiesContribute as an integral member of a scrum teamCreate solutions to streamline user-submitted record corrections to BigTree systemsWho You AreMust be currently enrolled in a university and graduating after Summer 2020 Understand basic object-oriented programming concepts (prefer Java)Disciplined approach to software development and willingness to learnNice to have: Experience with cloud technologies, specifically Amazon Web Services (AWS)Nice to have: Experience with SQL and RDBMS (prefer Aurora/MySQL)It takes customer obsession to pioneer and focus on what matters most, to tackle challenges, break through boundaries to create change, to stay on the cutting edge, and pioneer relentlessly. We are looking for the next generation of talent to drive the business, grow our people, and put the customer before all else.Our culture empowers journeys of personal discovery, giving you the freedom to participate in impactful projects and explore the intersections of our businesses: technology, data science, DNA science, product, design, marketing, legal, and more. Were looking for innovative minds, diverse ideas, and for students interested in connecting personal discoveries and technology. Our interns enjoy mentorship and experience challenging work while receiving fantastic pay, fully-paid temporary housing, and having a fun captivating experiencewe have it all. Oh, and did we mention the possibility of full-time employment once you graduate?IND2Additional InformationAncestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means"
466,"Development & Operations Engineer, Intern",Ancestry,"Lehi, UT, US",30 applicants,"About AncestryWhen you join Ancestry, you join our family tree. Backed by history, science, and technology, were creating a new world of connection, innovation, and understanding. Whether its reuniting long-lost relatives through DNA or unearthing new family stories from historical records, Ancestry empowers life-changing experiences. With over 20 billion digitized historical records, 100 million family trees, and 15+ million DNA kits sold, Ancestry is bringing the power of personal discovery to people around the world.Ancestry is looking for a highly motivated Devops Engineer Intern to join our BigTree team. The BigTree team is at the very core of Ancestry, tasked with comparing, matching, and grouping 25+ billion records and persons in our members family trees. The backend services from BigTree provide the brains behind all the hints Ancestry customers receive. As a Devops Engineer Intern on the BigTree team you willgain valuable experience automating development activities in a dynamic cloud environment, deploying and managing scalable resources using AWS, and working alongside other professionals within your discipline.What You'll DoUtilize cutting-edge AWS technologiesContribute as an integral member of a scrum teamAutomate various programming tasks Improve and maintain CI/CD pipelineWho You AreMust be currently enrolled in a university and graduating after Summer 2020 Understand basic object-oriented programming concepts (prefer Java and Python)Familiarity with Linux, Bash, Docker, GitDemonstrate a willingness to learnNice to have: Experience with cloud technologies, specifically Amazon Web Services (AWS)Nice to have: Experience with SQL and RDBMS (prefer Aurora/MySQL)Nice to have: Jenkins, JMeter, Kubernetes/ECS/Fargate, ElasticSearch, SpringIt takes customer obsession to pioneer and focus on what matters most, to tackle challenges, break through boundaries to create change, to stay on the cutting edge, and pioneer relentlessly. We are looking for the next generation of talent to drive the business, grow our people, and put the customer before all else.Our culture empowers journeys of personal discovery, giving you the freedom to participate in impactful projects and explore the intersections of our businesses: technology, data science, DNA science, product, design, marketing, legal, and more. Were looking for innovative minds, diverse ideas, and for students interested in connecting personal discoveries and technology. Our interns enjoy mentorship and experience challenging work while receiving fantastic pay, fully-paid temporary housing, and having a fun captivating experiencewe have it all. Oh, and did we mention the possibility of full-time employment once you graduate?IND2Additional InformationAncestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means"
467,"Mobile User Experience Designer, Intern",Ancestry,"Lehi, UT, US",42 applicants,"About AncestryWhen you join Ancestry, you join our family tree. Backed by history, science, and technology, were creating a new world of connection, innovation, and understanding. Whether its reuniting long-lost relatives through DNA or unearthing new family stories from historical records, Ancestry empowers life-changing experiences. With over 20 billion digitized historical records, 100 million family trees, and 15+ million DNA kits sold, Ancestry is bringing the power of personal discovery to people around the world.Ancestry is looking for a highly motivated Mobile UX Designer, Intern to join our Ancestry App team. The Ancestry App team is responsible for working on the Ancestry mobile app. This is the app that allows our customers to learn about their family history from the palm of their hand, wherever they are. As a Mobile UX Designer, on the Ancestry App team you will assist in moving this app forward for our 1 million active users. We have a lot of exciting plans for the app and need your help to flesh out these ideas.What You'll DoConduct user research to understand customer pain points and jobs to be done Design solutions to those problems including static mocks, interactive prototypes, and animations Conduct usability testing to validate the solutions Work with engineers to bring those solutions into the app Who You AreMust be currently enrolled in a university and graduating after Summer 2020 Great UX design and visual design skills Experience working with users for research and testing Know how to work in Sketch or (preferably) Figma Helpful if you ever had to work inside a design system, but not required Prior experience working with developers is a plus, but not required It takes customer obsession to pioneer and focus on what matters most, to tackle challenges, break through boundaries to create change, to stay on the cutting edge, and pioneer relentlessly. We are looking for the next generation of talent to drive the business, grow our people, and put the customer before all else.Our culture empowers journeys of personal discovery, giving you the freedom to participate in impactful projects and explore the intersections of our businesses: technology, data science, DNA science, product, design, marketing, legal, and more. Were looking for innovative minds, diverse ideas, and for students interested in connecting personal discoveries and technology. Our interns enjoy mentorship and experience challenging work while receiving fantastic pay, fully-paid temporary housing, and having a fun captivating experiencewe have it all. Oh, and did we mention the possibility of full-time employment once you graduate?IND2Additional InformationAncestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means"
468,"Quality Engineer, Intern",Ancestry,"Lehi, UT, US",32 applicants,"About AncestryWhen you join Ancestry, you join our family tree. Backed by history, science, and technology, were creating a new world of connection, innovation, and understanding. Whether its reuniting long-lost relatives through DNA or unearthing new family stories from historical records, Ancestry empowers life-changing experiences. With over 20 billion digitized historical records, 100 million family trees, and 15+ million DNA kits sold, Ancestry is bringing the power of personal discovery to people around the world.Ancestry is looking for a highly motivated Quality Engineer, Intern to join our Ancestry Mobile App team. The Ancestry Mobile App team is responsible for building the Ancestry family history app for the iOS/Android platforms. This app is used by millions of customers throughout the world and allows them to make the most of their Ancestry experience by giving them access no matter where they are and whenever they have a spare minute. As a Quality Engineeron the Ancestry Mobile App team you will work side by side with some of the best mobile engineers in Utah, adding new features to the app and testing and delivering these changes throughout the summer.What You'll DoParticipate as a member of a scrum teamWrite test cases and testing plans and learn to automate them with codeHelp ensure the quality delivery of bi-weekly releases of the apps to the app storesCollaborate on impactful features that will affect millions of users Who You AreMust be currently enrolled in a university and graduating after Summer 2020 An understanding of testing best practicesBasic coding and analytical skillsCritical thinking and attention to detailFamiliarity with Agile/ScrumA positive attitude and an excitement to learnIt takes customer obsession to pioneer and focus on what matters most, to tackle challenges, break through boundaries to create change, to stay on the cutting edge, and pioneer relentlessly. We are looking for the next generation of talent to drive the business, grow our people, and put the customer before all else.Our culture empowers journeys of personal discovery, giving you the freedom to participate in impactful projects and explore the intersections of our businesses: technology, data science, DNA science, product, design, marketing, legal, and more. Were looking for innovative minds, diverse ideas, and for students interested in connecting personal discoveries and technology. Our interns enjoy mentorship and experience challenging work while receiving fantastic pay, fully-paid temporary housing, and having a fun captivating experiencewe have it all. Oh, and did we mention the possibility of full-time employment once you graduate?IND2Additional InformationAncestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means"
469,"Mobile App Product Manager, Intern",Ancestry,"Lehi, UT, US",72 applicants,"About AncestryWhen you join Ancestry, you join our family tree. Backed by history, science, and technology, were creating a new world of connection, innovation, and understanding. Whether its reuniting long-lost relatives through DNA or unearthing new family stories from historical records, Ancestry empowers life-changing experiences. With over 20 billion digitized historical records, 100 million family trees, and 15+ million DNA kits sold, Ancestry is bringing the power of personal discovery to people around the world.Ancestry is looking for a highly motivated Product Manager, Intern to join our Ancestry Mobile App team. The Ancestry Mobile App team is responsible for building the Ancestry family history app for the iOS/Android platforms. This app is used by millions of customers throughout the world and allows them to make the most of their Ancestry experience by giving them access no matter where they are and whenever they have a spare minute. As a Product Manager, on the Ancestry Mobile App team you will get to work on a large scrum team with experienced engineers, UX designers, and analysts, and with a broad cross-functional team of other product managers and product leaders. You will have the opportunity to work on customer-facing new features used by millions of customers around the world.What You'll DoHelp build and drive forward the mobile vision for Ancestry customersDefine key milestones and targets for your project and drive its successful executionWrite detailed business and technical requirements and use casesPartner closely with UX designers, scrum master, and analysts to understand and optimize the user experienceWho You AreMust be currently enrolled in a university and graduating after Summer 2020 Have a track record of taking initiative, thinking like an entrepreneur, and not waiting to be told what to do nextCan use qualitative and quantitative user data to gain insights and make decisionsHave a passion for mobile technology (the bigger the tech geek, the better)Enjoy digging into customer behaviors, challenges, and jobs to be done, to identify opportunities to improve the customer experienceThe pace can get fast here, so we need someone with a strong work ethic who can keep upOptional: experience working on iOS and/or Android appsOptional: experience working on a scrum team or in techIt takes customer obsession to pioneer and focus on what matters most, to tackle challenges, break through boundaries to create change, to stay on the cutting edge, and pioneer relentlessly. We are looking for the next generation of talent to drive the business, grow our people, and put the customer before all else.Our culture empowers journeys of personal discovery, giving you the freedom to participate in impactful projects and explore the intersections of our businesses: technology, data science, DNA science, product, design, marketing, legal, and more. Were looking for innovative minds, diverse ideas, and for students interested in connecting personal discoveries and technology. Our interns enjoy mentorship and experience challenging work while receiving fantastic pay, fully-paid temporary housing, and having a fun captivating experiencewe have it all. Oh, and did we mention the possibility of full-time employment once you graduate?IND2Additional InformationAncestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means"
