,Job_Title,Company,Location,Number_of_Applicants,Description
505,Data Scientist,Amazon,"Seattle, WA, US",59 applicants,"DescriptionDo you have the passion to drive performance of a business through creative analytical insight? Are you excited about Human Resources and bringing science to the art of managing and developing an extremely talented workforce? We are looking for a passionate, insightful, results-oriented Data Scientist to join a team chartered with building Human Resources Analytics for all of Devices & Services. From statistical analysis, predictive analytics, product building for research and advanced analytics, reporting designed to scale, and requirements gathering, we do it. All with an aim to more effectively develop our most valuable of all resources – our people.Responsibilities Collaborate with HR, business leaders, and peer researchers on innovative hypothesis-driven research projects and a corresponding analytics roadmap to inform business actions.Collaborate with other Devices data scientists and research scientists to build measurement plans/scalable research studies for assessing the impact of treatment/interventions on critical business KPI’s and people related metrics. Design, develop and evaluate models for prediction and forecasting purposes Establish scalable, efficient, automated, and easily repeated processes for large scale data analyses for the broader Amazon Devices org. Integrate statistical analysis and prediction into current reporting dashboards in R Shiny Provide ad-hoc or special project statistical analysis to HR and business leaders that enable them to achieve their goals, drive decision making and create new strategies where necessary Gather, manage, and evaluate large datasets from multiple sources Build and maintain strong partnerships across HR and the businessBasic Qualifications A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent experience Previous experience in a research science, ML, or data scientist role and a track record of strong statistical analysis and building ML or DL models Strong background and experience using Python and/or R Experience using ML libraries, such as scikit-learn, caret, mlr, mllib Experienced in using multiple statistical/data science methodologies to solve complex business problems. Experienced in handling large data sets using SQL and databases in a business environment. Excellent verbal and written communication. Strong ability to interact, communicate, present, and influence within multiple levels of the organization Strong troubleshooting and problem solving skills.Preferred Qualifications Master's degree in Statistics, Applied Math, Operations Research, Economics, or a related quantitative field with at least 2 years of working experience as a Data or Research Scientist. Experienced in writing academic-styled papers for presenting both the methodologies used and results for data science projects.Company - Amazon.com Services, Inc.Job ID: A951895"
506,Data Scientist,Amazon,"Seattle, WA, US",40 applicants,"DescriptionThe Alexa Skills Science team uses data to inform the most critical strategic business decisions that impact how customers engage with Alexa skills (i.e., voice apps). As a Data Scientist output from your research will directly influence the marketing and education teams that teach developers how to build and add new features to their Alexa skills, the teams that teach customers what Alexa skills are and how to use them, and the product teams that add new experiences for how customers can discover and engage with Alexa skills.The ideal candidate will have an extensive background extracting insights from complex data sets. They will also be a strong communicator, able to describe scientifically rigorous work to business stakeholders of varying levels of technical sophistication. They will be a partner to our business stakeholders, going beyond answering the question asked by pushing the business to consider new ways of examining its performance.Basic Qualifications Bachelor's degree in quantitative field such as computer science, machine learning, mathematics, or statistics or equivalent experience 4+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques Experience with R, Python, or other statistical/machine learning software Understanding of regression modeling, forecasting techniques, time series analysis, machine-learning concepts such as supervised and unsupervised learning, classification, random forest, etc. Experience developing experimental and analytic plans for data modeling processes and baselines Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc. Knowledge of SQLPreferred Qualifications Master's degree or Ph.D. in Statistics, Mathematics, Engineering, Computer Science, or related analytical disciplines Ability to accurately determine cause and effect relationships Ability to communicate technical concepts and solutions at a level appropriate for technical and non-technical audiences Extensive experience applying theoretical models in an applied environment Previous experience in a ML or data scientist role with a large technology company Experience in developing machine-learning algorithms, statistical and mathematical optimization models, and simulation and visualization tools Personal interest in artificial intelligence, voice assistants, or natural language understandingAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.Company - Amazon.com Services, Inc.Job ID: A952273"
507,Applied Scientist,Amazon,"Seattle, WA, US",Be among the first 25 applicants,"DescriptionNot many teams aspire to zero. Welcome to the Worldwide Returns & ReCommerce team (WWR&R) at Amazon.com.WW R&R is an agile, innovative organization dedicated to ‘making zero happen’ to benefit our customers, our company, and the environment. Our goal is to achieve the three zeroes: zero cost of returns, zero waste, and zero defects. We do this by developing groundbreaking products and driving unparalleled operational excellence to help customers keep what they buy, recover returned and damaged product value, keep thousands of tons of waste from landfills, and create the best customer returns experience in the world. We have an eye to the future – we create long-term value at Amazon by focusing not just on the bottom line, but on the planet. We are building the most sustainable re-use channel we can by driving multiple aspects of the Circular Economy for Amazon - returns, recommerce, and rentals.Amazon WW R&R is comprised of business, product, operational, program, software engineering and data teams that manage the life of a returned or damaged product from a customer to the warehouse and on to its next best use. Our work is broad and deep: we train machine learning models to automate routing and find signals to optimize re-use; we invent new channels to give products a second life; we develop world-class product support to help customers love what they buy; we pilot smarter product evaluations; we work from the customer backward to find ways to make the return experience remarkably delightful and easy; and we do it all while scrutinizing our business with laser focus.In this role, you would Use machine learning and analytical techniques to create scalable solutions for business problems. Analyze and extract relevant information from large amounts of historical business data to help automate and optimize key processes. Design, development, and evaluation of highly innovative models for predictive learning. Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation, and model implementation. Research and implement novel machine learning and statistical approaches. Work closely with data & software engineering teams to build model implementations and integrate successful models and algorithms in production systems at very large scale.We are a group that has fun at work while driving incredible customer, business, and environmental impact. We are backed by a strong leadership group dedicated to operational excellence that empowers a reasonable work-life balance. As an established, experienced team, we offer the scope and support needed for substantial career growth.Amazon is earth’s most customer-centric company and through WW R&R, the earth is our customer too. Come join us and innovate with the Amazon Worldwide Returns & ReCommerce team!Basic Qualifications Masters in Computer Science, Electrical Engineering, Mathematics, Statistics, or a related quantitative field and strong knowledge of machine learning. 5 + years of relevant experience in the industry and/or academia. Fluency in at least one programming language (C++, Java, or similar) and one scripting language (Perl, Python, or similar). Familiarity with a broad set of supervised and unsupervised ML approaches and techniques ranging from Regression to Deep Neural Networks. Proven track record of successfully applying ML-based solutions to complex problems in business, science, or engineering. Experience with fast prototyping. Experience working effectively with software engineering teams.Preferred Qualifications Ph.D. in Computer Science, Electrical Engineering, Mathematics, Statistics, or a related quantitative field and strong knowledge of machine learning. 5+ years of relevant experience in the industry and/or academia. Fluency in at least one programming language (C++, Java, or similar) and one scripting language (Perl, Python, or similar). Familiarity with a broad set of supervised and unsupervised ML approaches and techniques ranging from Regression to Deep Neural Networks. Proven track record of successfully applying ML-based solutions to complex problems in business, science, or engineering. Experience with fast prototyping. Experience working effectively with software engineering teams.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / AgeCompany - Amazon.com Services, Inc.Job ID: A996264"
508,Data Engineer,Amazon,"Seattle, WA, US",44 applicants,"DescriptionAmazon is seeking an outstanding Data Engineer to join the Denied Party Screening Organization.As a Data Engineer, you will develop new data engineering patterns that leverage various AWS and internal Amazon services, and will extend or migrate existing data pipelines as needed. You will be responsible for designing and implementing the complex ELT pipelines in data warehouse platform and other BI solutions to support the rapidly growing and dynamic business demand for data, and use it to deliver the data as service which will have an immediate influence on day-to-day decision making for various businesses operating in the Organization.You will be working on designing and implementing complex ELT pipelines in data lake platform and work with BI Engineers and Product teams to support the rapidly growing demand for data, and use it to deliver the data as service which will have an immediate influence on day-to-day decision making for the Organization.Basic Qualifications Bachelor's degree in Computer Science, Engineering, Mathematics, or a related technical discipline 3+ years of industry experience in Data Engineering, Business Intelligence, or related field with a track record of manipulating, processing, and extracting value from large datasets Hands-on experience and advanced knowledge of SQL Experience in Data Modeling, ELT Development, and Data Warehousing Experience using business intelligence reporting tools (Power BI, Tableau, Cognos, etc.)Preferred Qualifications Familiarity with data quality automation. 2+ years of BI reporting tool experience. Tableau and AWS QuickSight is preferred. Coding experience in any programming language like Python, Java etc.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual OrientationCompany - Amazon.com Services, Inc.Job ID: A1005957"
509,Data Science Student,Spectraforce Technologies,"Seattle, WA, US",Be among the first 25 applicants,"Data Science Student4+ months (assignment)Seattle, Washington USA 98109 MUST be currently enrolled in and taking classes in college and MUST have already completed freshman year in college.; will be 10-20 hours per week; HM is flex on shift on the shift but needs to be between 8 AM to 5 PM (M to F) Description Co-op (Software Engineering) in United States Device Research (USDR) Co-op (Software Engineering) within USDR will contribute to the Digital Therapeutics research team’s effort towards exploring and creating new technology, being a world leader in data science within our fields, generating product ideas that all lead to game-changing offerings to patients and break new ground for research.  The Position As Co-op student (Software Engineering), you will be responsible for several tasks including (but not limited to) the following: Get involved with the evaluation and validation of AI/ML algorithm in a POC project. Developing a web application to visualize how AI/ML works. Create complex data visualization as an integral part of data science activity.    Qualification The ideal candidate is currently studying (preferably) within the field of computer science, data science, math, information science/engineering, software engineering, and other related fields. Strong foundation in software engineering, web application development, and experience with Python and Flask are huge advantages. Finally, to succeed in this role, it is important that you thrive with learning, working independently as well as part of a team."
510,Data Science Instructor,Coding Dojo,"Bellevue, Washington, United States",62 applicants,"THIS ROLE HAS THREE COMPONENTS TO ITExpert knowledge/experience with Data Science, you are the Guru in Data ScienceA passion/experience in teaching, especially to students that may be coming from all kinds of backgroundIf you love data science and want to execute your knowledge among others with the opportunity to make this your own and be in charge of expansion this is the role for you!RESPONSIBILITIESDeliver instruction on data science, data analytics, machine learning, Python, SQL, statistics, probability and data engineeringFacilitate group discussions, demos and in-class activitiesFollow industry trends in big data, deep learning, machine learning and AIPlay a hands-on role in curriculum development, use what you learn from working with students to make the curriculum world classGather and report on student metricsWork alongside Coding Dojo’s Online Instruction team to deliver remote trainingParticipate in professional training, so you stay fresh!EDUCATIONAL AND EXPERIENCE REQUIREMENTSYou must have proficient data science and machine learning experience. Please ensure you meet or exceed the following:Professional experience as a data scientistExpertise in Python, Python libraries, SQL, statistics, mathematics, machine learning, data visualization tools and all of the data science topics that we teachTeaching and leading teams experience a big plusIf you have Data Science and/or instruction experience and are looking for a new and exciting milestone in your career, this position is a rare opportunity to join a rapidly growing company and make a positive impact in many people's lives.Coding Dojo offers a competitive salary and standard benefits"
511,"Data Engineer, Business Intelligence",PitchBook Data,"Seattle, WA, US",114 applicants,"At PitchBook we work to provide global professionals with comprehensive data on the entire venture capital, private equity and M&A landscape so they can discover and execute opportunities with confidence. We credit our success and rapid growth to our cutting-edge products, customer centered attitude and ability to embrace and drive change.In just over a decade, PitchBook has reached over 1,000 global employees with offices worldwide, and we’re not slowing down! Consistently recognized as a Best Place to Work, our culture is at the heart of our success and is driven by excellence, inclusion and fun. At PitchBook we’re committed to fostering an open and collaborative work environment.About The RolePitchBook’s mission is to deliver value to customers through our industry leading platform of private and public equity marketplace data. Our customers rely on this data, peerless in its quality, comprehensiveness and insight, every day to make critical decisions about their business interests across the equity markets.The PitchBook Business Intelligence team embraces this data driven ethos by delivering key analytics and insights internally to every facet of our business. Our work is manifested as tools and data to help the enterprise grow and run more efficiently, at both strategic and tactical levels. Simply put, we believe that the data we build, across many sources, is our competitive advantage for making the most of our resources while we bring the most compelling product possible to market.To that end, as our scope of data integration and analysis expands, so do the needs of the BI team. We’re looking for a person with the ability to work with a range of data and reporting technologies (eg Python, R, Tableau, Power BI) in order built upon a strong foundation of rigor, quantitative techniques and efficient processing. The Data Engineer will join other Engineers and Analytics professionals as part of the team that develops data pipelines and insights for our internal stakeholders across Sales, Customer Success, Marketing, Research, Product, Finance, and Administration.Primary Job ResponsibilitiesYou’ll be PitchBook’s expert at building unified data tech to support advanced and automated business analytics.Design, develop, document and maintain database and reporting structures used to compile insights.Define, develop and review ETL processes and data modeling solutions.Consistently evolve data processes and techniques in accordance with industry best practices.Establish and help define reports and dashboards used to translate business data into insights, identify and prioritize operational improvement opportunities, and measure business performance against objectives.Contribute to ongoing improvement of quality assurance standards and procedures.Skills And QualificationsBachelor's degree in Economics, Business, Finance, Engineering, Statistics, Computer Science or related fields2 years of relevant experience working experience as a business analyst, business intelligence engineer, or equivalentUnderstanding of advanced data warehousing concepts and track record of applying these concepts on the jobAdvanced SQL skills, with experience querying large datasets from multiple sources and developing automated reportingR and/or Python skills for scripting, data manipulation, custom ETLs, statistical/regression analysis particularly as they apply to sales and marketing operations and performance.Experience with BI software programs, such as Tableau or Microsoft Power BIExcellent Microsoft Office/PC skills, Advanced Excel experience analyzing data and creating daily/weekly/monthly reports.Ability to display complex quantitative data in a simple, intuitive format and to present findings in a clear and concise mannerCapable of investigating, familiarizing and mastering new data sets quicklyExcellent interpersonal skills, with the ability to communicate complex data issues correctly and clearly to both internal and external customers.Preferred QualificationsExperience with open source data pipeline frameworks such as: Airflow, Luigi, etc.Experience with Amazon Web Services and/or Microsoft AzureExperience with Snowflake development and cloud data warehousingExperience with a version control system such as GitExperience with presenting actionable insights to business stakeholdersIf you are ready to start the conversation about how you might contribute to all the happenings at PitchBook, submit your resume today! PitchBook appreciates and respects diversity, and as such, we are an equal opportunity employer."
512,Business Intelligence Engineer,Amazon,"Seattle, WA, US",34 applicants,"DescriptionAmazon Registry Services Inc. (“ARSI”) is a unique, greenfield opportunity at Amazon. We aim to fundamentally change the fabric of the Internet by re-imagining how generic Top Level Domains (gTLDs) are used as the core of an individual or organization’s internet presence or identity. We are currently focused on .BOT - building a community for developers, end-users, and devices that use voice and text-based chatbots. We are looking for a self-starter to work fast and help establish our data environment and help develop out unique ways of gathering and deploying data in AI environments. The ideal candidate is a highly analytical problem solver, extremely detail oriented, customer obsessed, and business savvy.As our Business Intelligence Engineer you will roll up your sleeves and get hands on to deal with the challenges faced by a start-up opportunity within Amazon. As the subject matter expert, you will be the go to person for advice on the data and analytics needs for the business. You will design and build a scalable, predictive, and prescriptive analytics platform with a focus on the best ways to ingest, track and use data to fuel our growth. You will work closely with the ARSI marketing, product, finance, and engineering teams to accomplish this goal.The ideal candidate is highly curious, enjoys data visualization, modeling and problem solving with large data sets, as well as having a keen interest in data science and AI. You are a strong collaborator and communicator, known for being right a lot and highly productive. You enjoy deep diving into data analysis, identifying root causes, and designing long-term solutions. You understand the importance of automation to achieve scale and have a track record of influencing at all levels.Specific Responsibilities Include Work with business customers, gathering requirements and delivering complete BI solutions. Partner with product managers, marketing, and finance to write queries that improve our reporting capability, create metrics dashboards, and conduct deep dives. Work with other technology teams to extract, transform, and load data from a wide variety of data sources using SQL (Redshift) and ability to use a major programming and scripting languages to process data for modeling Lead customer and marketing utilization research projects to better understand how our customers are using our product. Recognize and adopt standard methodologies in reporting and analysis: data integrity, test design, analysis, validation, and documentation. Enable effective decision making by retrieving and aggregating data from multiple sources and compiling it into a digestible and actionable format. Measure user experience metrics and build conversion funnel. Propose and implement projects to improve these metrics and help to drive customer experience enhancement projects. Communicate with various teams and external partners, raise technical and managerial issues at the right time and resolve conflicts.Basic Qualifications Experience with data visualization using Tableau, Quicksight, or similar tools Bachelor's Degree 3+ years of experience as an analyst or engineer in the data/BI space Experience with SQL Bachelor's degree in mathematics, statistics, engineering, finance or other equivalent quantitative discipline 3+ years of relevant work experience in analytics as a data scientist, data engineer, business intelligence engineer, or equivalent 1+ years of relevant work experience in developing and performing statistical analysis for consumer-facing machine learning-based Demonstrated development and application of predictive statistical procedures in languages such as R, SAS, SPS Experience data mining, data modeling and transformation of large scale data sources using SQL, ETL, Hadoop, Spark, Hive, EMR, or other Big Data technologies Knowledge of scripting for automation (e.g. Python, Perl, Ruby) and data manipulation Knowledge and direct experience using business intelligence reporting/visualization tools (OBIEE, Business Objects, Cognos, Tableau, MicroStrategy, SSAS Cubes, etc.) Experience communicating analytical outcomes through written and verbal communication Intermediate to expert knowledge of Excel Experience working cross-functionally, building and maintaining trust with internal stakeholdersPreferred Qualifications 3+ years of experience in consumer-facing software Graduate degree in quantitative field, such as computer science, business, mathematics, statistics, economics, or finance Advanced knowledge of Oracle BI tools, MySQL, Linux/UNIX Experience with AWS solutions such as EC2, DynamoDB, S3, and Redshift Strong active listener with solid written and verbal communication skills Ability to work across teams, building and maintaining trust with internal partnersAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.Company - Amazon Registry Services, Inc.Job ID: A1005681"
513,Data Scientist - Air Science and Technology,Amazon,"Seattle, WA, US",Be among the first 25 applicants,"DescriptionThe Amazon Air Science and Technology team is seeking a Senior Data Scientist to help scale and grow a startup cargo airline. The Amazon Air business currently operates an air cargo network using a fleet of over 45 Boeing 737 and 767 aircraft across more than 20 U.S. airports and additional aircraft supporting the network in EU. Amazon Air also recently announced plans to increase its fleet to 70 aircraft by 2021 and build a regional hub at Fort Worth Alliance Airport in addition to a central hub at Cincinnati/Northern Kentucky International Airport that has the potential to grow into one of the most significant facilities of its kind over the next several years.We are looking for an experienced data scientist to be part of a team solving complex airline operations problems to reduce cost and improve performance. This is a blue-sky role that gives you a chance to roll up your sleeves and dive into big data sets in order to build solutions at scale, build optimization algorithms and leverage cutting-edge technologies. This is an opportunity to think big about how to bring disruptive changes how a startup airline is run. You will work closely with product, research science and technical leaders throughout Amazon Air, Amazon Delivery Technology and Supply Chain Optimization and will be responsible for influencing funding decisions in areas of investment that you identify as critical future product offerings. You will partner with software developers and data engineers to build end-to-end data pipelines and production code, and you will have exposure to senior leadership as we communicate results and provide scientific guidance to the business. You will analyze large amounts of business data, automate and scale the analysis, and develop metrics that will enable us to continually delight our customers worldwide.The ideal candidate will have extensive experience in Science work, business analytics and have the aptitude to incorporate new approaches and methodologies while dealing with ambiguities. Excellent business and communication skills are a must to develop and define key business questions and to build data sets that answer those questions. You should have a demonstrated ability to think strategically and analytically about business, product, and technical challenges. Further, you must have the ability to build and communicate compelling value propositions, and work across the organization to achieve consensus. This role requires a strong passion for customers, a high level of comfort navigating ambiguity, and a keen sense of ownership and drive to deliver results.Responsibilities Utilize code (Python, R, Scala, etc.) for analyzing data and building statistical models to solve specific business problems. Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters. Collaborate with researchers, software developers, and business leaders to define product requirements and provide analytical support Directly contribute to the design and development of automated selection systems Build customer-facing reporting tools to provide insights and metrics which track system performance Communicate verbally and in writing to business customers and leadership team with various levels of technical knowledge, educating them about our systems, as well as sharing insights and recommendationsBasic Qualifications Bachelor's degree in Statistics, Applied Math, Operations Research, Engineering, Computer Science, or a related quantitative field 5+ years of working experience as a Data Scientist Proficient with data analysis and modeling software such as Spark, R, Python etc. Proficient with using scripting language such as Python and data manipulation/analysis libraries such as Scikit-learn and Pandas for analyzing and modeling data. Experienced in using multiple data science methodologies to solve complex business problems. Experienced in handling large data sets using SQL and databases in a business environment. Excellent verbal and written communication. Strong troubleshooting and problem solving skills. Thrive in a fast-paced, innovative environment.Preferred Qualifications Master's degree in Statistics, Applied Math, Operations Research, Engineering, Computer Science, or a related quantitative field 2+ years’ experience as a Data Scientist. Fluency in a scripting or computing language (e.g. Python, Scala, C++, Java, etc.) Superior verbal and written communication skills with the ability to effectively advocate technical solutions to scientists, engineering teams and business audiences. Experienced in writing academic-styled papers for presenting both the methodologies used and results for data science projects. Demonstrable track record of dealing well with ambiguity, ability to self-motivate, prioritizing needs, and delivering results in a dynamic environment. Combination of deep technical skills and business savvy to interface with all levels and disciplines within our and our customer’s organizations Experience in airline or related industry a plusAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / AgeCompany - Amazon.com Services LLCJob ID: A1025102"
514,Software Engineer,Microsoft,"Redmond, WA, US",Be among the first 25 applicants,"Be a part of the digital transformation revolution! The Internet of Things (IoT) is changing the business landscape and Microsoft has emerged as a leading innovator in this field. The Azure IoT team is building the Microsoft IoT platform which will support a commanding share of the 50 billion IoT devices predicted to be online by the end of this decade. You will be working in the Azure IoT Platform team that builds and runs Azure IoT Analytics service, also known as Azure Time Series Insights. This service is responsible for providing near-real time interactive analytics over data streaming from millions of IoT devices and other sources via IoT Hub and Event Hub. Our customers are using Time Series Insights for continuous monitoring, maintaining and optimizing their IoT assets as well as building applications on top of our APIs. Our engineering is focused on enabling high-scale data ingestion into hot, warm and cold storage and providing rich analytics and query capabilities backed by time series models.ResponsibilitiesJoin us in helping drive our mission to offer the most scalable, powerful, and secure IoT platform empowering businesses ranging from startups to Fortune 100 enterprises to achieve their goals. You will be an important part of a team of highly motivated and talented individuals and this is a great opportunity to challenge yourself, grow your career and influence the next generation of distributed systems platform for Microsoft. Successful candidates should have a strong grasp of computer science fundamentals, sharp technical design skills, and a healthy appetite for tackling hard, ambiguous problems.Job ResponsibilitiesAuthor highly-efficient, clean code capable of processing large amounts of data with low latency and high reliability.Design and implement cloud-based distributed components for partitioning of streaming data, transforming, contextualization, filtering, downsampling and loading/indexing into hot/warm/cold storage solutions (columnar store, calc engine, blobs / parquet, azure tables, in-memory distributed caches).Design and implement data processing runtime for multi-tenant scenarios with focus on tenant isolation, security, throttling and actionable health metrics for customers via Azure monitoring APIs.Design and implement accurate and actionable monitoring, alerting and tooling for data processing pipeline to help maintain SLAs with minimal efforts.Work directly with major customers in the industry to learn the IoT domain and provide solutions for their technical challenges.QualificationsRequired Qualifications4+ years of experience in backend software developmentSolid knowledge of data-structures, algorithms and object-oriented design patternsUnderstanding of distributed state managementBachelor’s degree in Computer Science or equivalent industry experiencePreferred QualificationsExperience writing and debugging asynchronous and multi-threaded codeStrong technical aptitude coupled with a demonstrated ability to adapt to and learn new technologies.Demonstrated excellence in verbal and written communicationMaster’s degree in Computer Science or equivalent industry experienceExperience developing distributed data processing pipelinesExperience developing IaaS / PaaS services for a Cloud PlatformExperience authoring performance / stress tests, analyzing the results, and identifying potential bottlenecksKnowledge of .NET, C# and associated toolsets / frameworksMicrosoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
515,SENIOR PROGRAM MANAGER,Microsoft,"Redmond, WA, US",Be among the first 25 applicants,"Microsoft is seeking an experienced Sr. Program Manager to drive the Business Continuity and Disaster Recovery (BCDR) Operating System validation strategy and business model for both in-market and R&D Operating systems and related applications as part of the Core OS and Intelligent Edge (COSINE) Engineering System group. We want our best Engineers working on our Engineering Systems!We are the Engineering Systems Test Automation Platform team. We are a diverse team accountable for the high performance OS Platform validation service solutions that enable COSINE to easily validate and maintain the quality of their components and technologies to empower the organization to release with high quality with high velocity through natural CICD workflows. We provide quality service solutions that enable technologies such as Windows, XBOX, IOT, HoloLens and Azure to easily validate the quality of their components to empower the organization to release with high quality and velocity. We are engineers, technology leaders and experts, digital transformation change agents, and customer advocates. And we seek diverse perspectives for our solutions. We have exciting opportunities for you to innovate, influence, transform, inspire and grow within our organization and we encourage you to apply to learn more!Success in this role involves being a quick study of technology and the ability to drive strategic solutions by mapping common business problems to reusable end-to-end technology solutions. Being comfortable engaging in senior level business and technology decision maker's discussions is also beneficial. This role will set the direction for both platform capability and high availability for our validation services. Candidates should have a track record for successfully developing strong relationships, generating energy and good vibes, and managing complex, cross discipline programs. The ideal candidate must also be able to demonstrate a history of effective service or software delivery, collaboration, and working independently as needed.ResponsibilitiesThe job responsibilities include participating in a program management capacity on:Deliver success in our most strategic set of Objectives and Ker Results (OKRs).Project scope definition and planning through delivery of assigned product and related product releases.Ensure the oversight and coordination of dependencies across the project and resolve or escalate conflicts.Provide customer input represented in both technical and business terms with descriptive requirements to ensure the value of the project is realized.Deliver, document and circulate an end-to-end plan, including activity, dependencies, timing and ownership. Follow up with specific owners to deliver components of the project on-time.Conduct regular meetings with the senior executive bodies to inform and alert them of any issues arising from the performance of the individual projects within the portfolio to assure the on-plan usage and consumption of resources and funding, and to highlight any variances.Lead reviews of any significant initiatives, projects or programs that are challenged and provide recommendations as to whether it should continue, be significantly changed, placed on hold or discontinued.Arrive at sound decisions that generate results, uses data and other inputs to make decisions, owns decision, and takes accountability for work using strong organizational and analytical skills.QualificationsKnowledge, experience and skills required:A minimum of a bachelor’s degree in Computer Science or Engineering, or a related field, or equivalent alternative education, skills, and/or practical experience is required.Minimum of 6+ years’ experience in a software development leader or program manager role managing multiple software projects concurrentlyPreferred SkillsDepth knowledge across PM Methodologies (e.g., DevOps, Iterative, Waterfall, SCRUM, XP, PMI, Agile)Hands on experience with VSTS / VSO / DevOpsProven ability to drive large scale projects with high collaboration and leadershipExcellent written and oral communicationsExcellent judgment, decision making skills, and the ability to work under continual deadline pressureExcellent presentation skills and experience of presenting to senior managementRequirementsThese requirements include, but are not limited to, the following specialized security screeningsAbility to meet Microsoft, customer and/or government security screening requirements are required for this role.Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud background check upon hire/transfer and every two years thereafter. Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
516,Principal Data Scientist,Microsoft,"Redmond, WA, US",Be among the first 25 applicants,"For every hour doctors spend with their patients, they spend two hours on process and clerical tasks. And when they do meet with patients, they spend most of the time glued to their computer. We are Project EmpowerMD, a team in Microsoft Healthcare that’s building ambient intelligence for the clinic. This will let doctors focus on what they do best: taking care of patients.On our team, you’ll have opportunities to work with the latest research and technologies in engineering and data science, work closely with doctors, and have a huge societal impact. This is AI for good!#healthcare #healthai #projectempowermd #microsoft #ai #msfthealthcareResponsibilitiesAs a key member of our multi-disciplinary team, you will:Push the envelope on Human-to-Human spoken dialogue summarization Design and implement methods to augment our domain specific datasets and annotated dataCollaborate with other data scientists, domain experts and engineers to set and navigate strategic product directionsSpearhead ML recruiting, and help grow/build a diverse, inclusive, high-performing team Work with engineers to establish a powerful platform and processes for data scientist productivityBring your curiosity, entrepreneurial spirit, and passion to deliver on the promise of technology in a difficult, competitive, and exciting verticalQualificationsREQUIRED QUALIFICATIONS:PhD/MS in Computer Science, Machine Learning, Statistics, Mathematics or related field7+ years of experience in applied machine learning/deep learning with measurable product impact3+ years of experience building NLU/NLG models: In-depth knowledge of state of the art in dialogue comprehension and natural language summarization7+ years of strong coding skills in one or more of Python, C/C++, Java, Scala, C#Preferred QualificationsProven track record of production quality ML model development/ deployment in high-performing product teamsFluency with current NLP advancements, e.g., embeddings, LSTMs, transformers, self-supervisionExperience designing experiments, and answering questions with dataExperience/interest in healthcare applications and doing the right thing, especially when it comes to safeguarding dataExperience working with interdisciplinary teams, geographically distributed teams and across organizational boundariesExcellent written and verbal communication skillsWillingness to be a “learn-it-all” and jump into any problem spaceMicrosoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
