,Job_Title,Company,Location,Number_of_Applicants,Description
502,Staff Data Scientist - Ad-Tech,Harnham,"Oakland, CA, US",Be among the first 25 applicants,"Staff Data Scientist - Ad-TechSan Francisco Bay Area$160,000 - $180,000 + Competitive BenefitsThe CompanyHarnham is working with an industry leading social analytics platform disrupting the way customer insights are delivered. You will be at the forefront of AI and insight analytics, with a diverse team of engineers, developers, and researchers.Aside from working with leaders across the organization, you will be a leading figure in their AI team, with a clear track to management. This role gives you the opportunity to mentor and work with an award-winning team that has made an impact with data-driven solutions for known global brands! Your expertise will allow you to really develop and own your work!This company is improving your everyday life without you knowing it - and this is your chance to join one of the most talented teams in the world!The RoleYou WillLead major projects designed to improve on a personalized user experienceCollaborate with inquisitive and bright individuals like yourself to manage and streamline productionPerform high-level analysis of social media data, using innovative machine learning and NLP techniquesCommunicate with organizational leaders across different verticals to deliver on data-driven goalsYou HaveSkills and ExpertiseIndustry experience implementing machine learning techniques for Natural Language Processing (NLP), with an expertise in PythonExtensive knowledge of Machine Learning models, especially Natural Language Processing, for data preparation and real-time content analysisMade an impact in the SaaS space, working with open-source software like Hadoop and SparkExceptional communication skills - you can effortlessly relate insight with clients, engineers, developers, and business operations personnelBenefits$160,000 - $180,000 + Benefits*Client can sponsor employment authorization/visa!*How To ApplyPlease register your interest by sending your CV to Karla Guerra at Harnham via the Apply link on this page.For more information this role or other Data Science opportunities, please contact Karla Guerra at Harnham.KEYWORDSPython, R, Machine Learning, Natural Language Processing, NLP, Linguistics, Computational Linguist, Big Data, AI, Artificial Intelligence, VoC, Java, Text Processing, Hadoop, Spark, AWS, SQL, Modelling, Algorithm, Social Media, Social Analytics, Content Analysis, Sentiment Analysis, Data Scientist, Data Science, Big Data, Scikit-learn, TensorFlow, PyTorch, Keras, Classification, Clustering, Extraction"
503,"Software Engineer - System and DevOps, AMP Data Science & Analytics",Apple,"Cupertino, CA, US",50 applicants,"SummaryAt Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. If you are an ambitious, high-energy individual who is not afraid of challenges, we’re looking for you. Apple is seeking an expert Software Engineer who is passionate about Machine Learning related applications for Apple Media Products (AMP), covering the App Store, Arcade, Apple Music/iTunes, Video, TV and other services to join AMP Data Science & Analytics team. You will dive deep into AMP’s internet-scale data to build machine learning services and products that will improve the entire analytics efforts.Key Qualifications1+ years of experience working in Software Engineer related role with strong analytical and problem solving skills.Good programming skills in one of the programming languages: Python, Java. And experience with software development processes such as building, unit testing, code analysis, release process, and code coverage.Experience working on Unix/Linux based platforms.Experience with relational or distributed database/file systems such as Oracle, Teradata, PostgreSQL, HDFS.Experience with CI/CD process as well as platforms (e.g. Jenkins) and workflow automation service (e.g., Airflow) is a plus.Experience for optimizing Spark application preferred.Excellent communication skills with meticulous attention to detail.Good team player.DescriptionWe are looking for conscientious candidates with strong engineering knowledge to support us for building end-to-end Machine Learning related products and services. This role will work on providing engineering as well as infrastructure support to our large-scale system and making sure our services and applications are automated and reliable. This role is essential for the long-term engineering excellence of our system and you will also have the opportunities to integrate popular open sourced solutions or internal applications into our environment and make impact. The team’s culture is centered around rapid iteration with open feedback and debate along the way, plus strong collaboration with data science and business partners to deliver sound engineering solutions.Education & ExperienceBachelor’s degree in Computer Science, Computer Engineering or other relevant Engineering fields or with equivalent technical experiences."
504,Data Engineer,The Athletic,"San Francisco, CA, US",32 applicants,"About Us The Athletic is a direct-to-consumer digital sports media company committed to helping subscribers experience storytelling in a whole new way. Founded in 2016 and headquartered in San Francisco, The Athletic has more than 575 full-time employees and covers more than 250 professional sports and collegiate teams in the US, Canada and the UK. The Athletic’s newsroom has produced thousands of in-depth articles along with more than 120 podcasts and premium video content. About The Role We're building a modern data stack powering an analytics platform, product tools, and machine learning deployments --- all hosted on AWS. We have lots of exciting things we want to build and we don't have enough time to build them. That's where you come in!You'll be joining a small data team of engineers and scientists using cutting edge technology to build and deploy the tools that provide ML insights to our platform. We’re building a product for sports fans and it is growing fast! You should be interested in building systems for scale, performance, and reliability. We all wear a lot of hats, so you’ll have the opportunity to work on database administration, ETL, microservice and model deployment, testing, experiments, and more depending on your interests. We’re a team of generalists interested in continuously learning new areas and we’ll expect you to be one as well. Our team is always experimenting and we trust and encourage our engineers to dream up and try out their own ideas and features. Responsibilities Work with Data Science and Product teams to build and deploy features backed by machine learning and modern data toolsetsArchitect and build data pipelines to optimize for performance, data quality, scalability, ease of future development and costBuild tools and datamarts to enable analytics at a deeper levelInvestigate, debug, and fix user-reported production issuesRequirementsMinimum 2 years data engineering experienceBachelor's degree in CS or relevant disciplineExperience with Python, SQL, Docker, and AWS environmentExperience with Redshift, Kubernetes, and Spark desiredPassion for sports is understandable, but not requiredThis role will be based out of our San Francisco headquartersThe Company is backed by Founders Fund, Evolution Media, Courtside Ventures, Comcast Ventures, Bedrock Capital, Advancit Capital, Y Combinator, and other leading investors. The Athletic is headquartered in San Francisco, California. The Athletic was awarded a 2019 Great Place to Work.The Athletic Media Company is an equal opportunity employer and enthusiastically encourages people from all backgrounds and experiences to apply. The Athletic will consider all applicants without regard to race, religion, color, national origin, ancestry, physical and/or mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, transgender status, age, sexual orientation, military or veteran status, or any other protected characteristic under applicable law."
505,Software Developer - ArcGIS Enterprise,Esri,"Redlands, CA, US",Be among the first 25 applicants,"OverviewWould you like to help build data access technologies that allow server, desktop, and mobile applications to work with a rich spatial information model that includes features, relationships, networks, and topologies? Are you interested in developing an infrastructure for NoSQL databases that support high availability and disaster recovery? Join our enterprise DBMS geodata management development team and work on aggressive projects involving massive datasets, scalability, and a diverse computational platform.Responsibilities:Work on building ArcGIS core technology that adds complex transactional behavior, provides DBMS neutral data access, and adds spatial data type to DBMS systemsDevelop technology that provides highly available data store infrastructure as well as disaster recovery capability Build software components that follow industry-standard modern design patterns, development methodologies, and deployment modelsInteract with other team members to develop robust software frameworks and solutionsRequirements1+ years of programming experience in Java or C++Familiarity with SQLKnowledge of relational database technologies such as Oracle, SQL Server, SQLite, or PostgresFamiliarity with spatio-temporal data concepts and techniquesGood understanding of RDBMS system concepts and willingness to learn new technologies in fast evolving database trendsDesire and ability to research, design, author, test, debug, and profile source codeGood written and verbal communication skillsBachelor’s or master’s in computer science, engineering, or related field, depending on position level Recommended Qualifications:Windows/Linux programming skills including .NET and Visual StudioUnderstanding of cloud computing platforms and database services such as Amazon’s Relational Database Service and Azure SQL DatabasePrevious involvement in a large software development projectAcademic training in GIS and/or knowledge of GIS/Esri softwareAbout EsriOur passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address."
506,Senior Data Science Manager,Harnham,"San Francisco, CA, US",Be among the first 25 applicants,"SENIOR MANAGER - DATA SCIENCE$150,000-$170,000NORTH BAY AREA, CAAn award-winning leader in the gaming industry, this company has global name recognition and a worth of billions of dollars. Despite this, the team is known for its start-up feel and the freedom it offers its Data Scientists. We're looking for an accomplished professional to lead the Data Science team as they continue to tackle new and exciting challenges in consumer engagement and experience.The CompanyAn award-winning media company with global reach, our client is known across generations as well as across nations. We're looking for someone who is invested in the story of the work they do, from data crunching to pushing models into production. With a product used by millions of consumers every day, this client's reach is undeniable, and you could help build out the road map for how these individuals interact with the product.THE ROLEResponsibilities IncludeWorking in this position, you will be managing a talented team of data scientists as you work on challenges in fascinating and exciting environment.Analysis of user interactivity to understand consumer behavior, working to improve consumer experience.Building and maintaining predictive models that underpin the activities of other teams across the company.Providing insight into product quality and work closely with developmental team to ensure consumer enjoyment.Utilizing telemetry and models built in SQL and Python to generate and establish performance reports.Supporting and mentoring fellow Data Science staff.Skills And ExperienceWe're looking for a candidate with strong communication skills, proven data science skills, and a passion for encouraging a team toward their best work. We're also interested in:Proven experience leading or mentoring a team of Data Scientists.Commercial experience working in data and visualization tools such as SQL, Tableau, and Snowflake.Proven experience building models with large and complicated data sets using R or Python.Excellent communication skills, including the ability to articulate when to apply various technical approaches in problem solvingDrive to complete individual assignments according to deadline, encouraging staff to do the same.MS or PhD in Computer Science or a related discipline.BenefitsThe successful Senior Manager will receive a competitive base salary of $150,000-$170,000/year. Other benefits offered include:Health care, vision, dentalBonus401k MatchHow To ApplyPlease register your interest by sending your CV to William Reichert via the Apply link on this page."
507,"App Store Business Data Scientist, Apple Media Products Data Science",Apple,"Cupertino, CA, US",74 applicants,"SummaryAt Apple, great ideas have a way of becoming great products, services, and customer experiences very quickly. If you are an ambitious, high-energy individual who is not afraid of challenges, we’re looking for you.Apple is seeking an expert Data Scientist to join a team passionate about Data Science & Analytics for the media space, focusing on the App Store and Apple Arcade.This role will involve working with Internet-scale data across numerous product and customer touch points, undertaking in-depth quantitative analysis and building models to drive business strategy.The team’s culture is centered around rapid iteration with open feedback and debate along the way. We encourage independent decision-making and taking smart risks. AMP Analytics collaborates with partners across product, design, engineering, and business teams: our mission is to drive innovation at Apple through deep quantitive research of the App Store, Apple Music, Apple TV, and Apple Arcade amongst other services.Key Qualifications3+ years of experience in a Data Scientist or Data Analyst role, preferably for a digital media or digital subscription business. Strong proficiency with SQL-based languages. Experience with large scale analytics technologies such as Hadoop and Spark preferred. Familiarity with Python or R and data visualization tools such as Tableau for full-stack data analysis, insight synthesis and presentation. Experience using relevant statistical packages to build predictive/ML models and knowledge of A/B test experimentation design. Curious business mindset with an ability to condense complex concepts and analysis into clear and concise takeaways that drive actionExcellent communication, social and presentation skills with meticulous attention to detail. Strong time management skills with the ability to handle work to tight deadlines and the pressure of executive requests.DescriptionDive deep into large-scale data to uncover trends and identify key insights that will propel business strategy.Craft how best to monitor, measure and understand business performance and build out associated datasets and dashboards.Build models to assess account migration/cannibalization and predict churn/retention/lifetime value.Increase internal adoption of advanced analytics methods including machine learning.Collaborate with business, marketing, finance and executive teams to generate regular presentations for C-level.Partner with other Apple organizations on data gathering, data governance, evangelizing key performance indicators and democratizing data.Your creative problem solving skills will be utilized daily.Education & ExperienceMinimum of a Bachelors degree in Computer Science, Statistics, Mathematics, Engineering, Economics or related field. Ideally, Masters or PhD in related field."
508,Technical Writer - ArcGIS Enterprise,Esri,"Redlands, CA, US",Be among the first 25 applicants,"OverviewAre you a technical writer looking for opportunities to inspire, support, and advocate for our platform’s developers? Blend your passion for writing and interest in cutting-edge technology to advance developer-focused documentation for ArcGIS Enterprise. In this position, you’ll have a hand in the developer’s success by working with teams to improve our documentation in our dev, test, and production environments.ResponsibilitiesCreate videos and write product documentation, tutorials, and blog postsCreate illustrations and graphics to simply convey complex conceptsEstablish and define customer requirements; translate them into potential site improvementsWork closely with developers and product engineers to advocate for developer workflows across the ArcGIS platformCreate, update, and coordinate documentation that represents cross-team features and release cyclesRequirementsExcellent written and verbal communication skills, including presentation skillsEffective time management and organizational skillsStrong problem-solving and analytical skillsExperience working with Python, HTML, JavaScript, and CSSBachelor’s or master’s in GIS, computer science, data science, technical writing, or a related field, depending on position levelRecommended QualificationsAn understanding of documentation workflows that use HTML, CSS, DITA, and HTMLExperience with ArcGIS software or other geospatial technologyExperience with REST APIsFamiliarity with GitHub workflows such as branch management and pull requestsExperience with large-scale product documentation effortsDemonstrated experience with modern website development practicesAbout EsriOur passion for improving quality of life through geography is at the heart of everything we do. Esri’s geographic information system (GIS) technology inspires and enables governments, universities, and businesses worldwide to save money, lives, and our environment through a deeper understanding of the changing world around them.Carefully managed growth and zero debt give Esri stability that is uncommon in today's volatile business world. Privately held, we offer exceptional benefits, competitive salaries, 401(k) and profit-sharing programs, opportunities for personal and professional growth, and much more.Esri is an equal opportunity employer (EOE) and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.If you need a reasonable accommodation for any part of the employment process, please email humanresources@esri.com and let us know the nature of your request and your contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address."
509,"Data Science, Gaming",Harnham,San Francisco Bay Area,77 applicants,"Data Scientist, Gaming San Francisco, CA $140K-160K   An exciting opportunity to step into the mobile division with a global gaming company to work on some brands new games that will be launched in 2020. This individual will have the opportunity to analyze user behaviors to improve their overall functionalities of the games.    Company Overview: This gaming company is a world leader with numerous titles known by most individuals interested in games. However, this role sits within their mobile division, which acts a a start-up within this global organization. This will allow you to have a huge, visible impact with the organization while improve user experiences.    Role Overview: Data Scientist, Gaming Understand  customer ecosystems and behaviors/long-term trends, and provide data-driven insights to drive high quality, high velocity recommendations to improve product functionalities Develop LTV models, as well as churn analysis Work cross-functionally with various teams, including data engineering on ETL pipelines Develop dashboards to make data more accessible across the organization   Skills and Experience:  Extensive experience generating and presenting insights from product/user analysis Advanced SQL skills Strong grasp of Python/R for statistical analysis (forecasting, regression, churn modeling, etc.)  Ability to move easily between technical activities and providing insights to executives Strong business acumen Past experience working on ETL pipelines is a huge plus   Salary and Benefits: The Data Scientist, Gaming role comes with an exception and negotiable compensation package of $140K-$160K base salary plus extensive benefits.   How To Apply: Please register your interest by sending your CV to Andrew Santore via the link on this page.   Key Words: User, Analytics, Tableau, Looker, SQL , testing, insights, data, product, customer, Python, R, game, gaming, modeling, retention, churn, LTV"
510,"Apple Podcasts Data Scientist, Apple Media Products Data Science",Apple,"Cupertino, CA, US",84 applicants,"SummaryAt Apple, new ideas have a way of becoming great products, services, and customer experiences very quickly. If you are an ambitious, high-energy individual who is not afraid of challenges, we’re looking for you.Apple is seeking an expert Data Scientist to join a team passionate about Data Science & Analytics for Apple Media Products (AMP) covering Apple Podcasts.This role will involve working with Internet-scale data across numerous product and customer touch points, undertaking in-depth quantitative analysis and building models to drive product and strategy.The team’s culture centers around rapid iteration with open feedback and debate along the way, plus strong collaboration with product, engineering, business, and marketing partners.Key Qualifications3+ years of experience in a Data Scientist or Data Analyst role, preferably for a digital publishing or digital subscription business. Domain knowledge in the podcasting space is a plus.Strong proficiency with SQL-based languages. Experience with large scale analytics technologies such as Hadoop and Spark preferred.Familiarity with Python or R and data visualization tools such as Tableau for full-stack data analysis, insight synthesis and presentation.Experience using relevant statistical packages to build predictive/ML models and knowledge of A/B test experimentation design.Curious business mindset with an ability to condense complex concepts and analysis into clear and concise takeaways that drive action.Excellent communication, social and presentation skills with meticulous attention to detail.Strong time management skills with the ability to handle work to tight deadlines and the pressure of executive requests.DescriptionDive deep into large-scale data to uncover trends and identify key insights that will propel the Apple Podcasts product and content strategy. Craft how best to monitor, measure and understand product and business performance. Collaborate with business, marketing, finance and executive teams to generate regular presentations for C-level. Partner with other Apple organizations on data gathering, data governance, evangelizing key performance indicators and democratizing data. Your creative skills will be utilized daily.Education & ExperienceMinimum of a Bachelors degree in Computer Science, Statistics, Mathematics, Engineering, Economics or related field. Ideally, Masters or PhD in related field."
511,Senior Vice President - Data Science and Machine Learning,Harnham,"San Francisco, CA, US",Be among the first 25 applicants,"SVP, Data Science and Machine Learning San Francisco Bay Area$270,000 - $320,000 + Competitive BenefitsThe CompanyHarnham is working exclusively with a top Bay Area company to find an influential leader with a track record to help meet deliverables and develop creative projects, for a team of some of the industry's best data scientists and machine learning engineers. This high-visibility role will catapult you to an amazing company that's making millions in revenue.You will be at the center of the action - working closely with other executive leaders and management across different functions of the organization to drive innovation for the real-time capacity that this team is known for! With your remarkable experience implementing a technical and business acumen, you will have an opportunity to make major decisions in the infrastructure and direction of the team.This organization is developing revolutionary algorithms, and deep reinforcement learning is their bread and butter. You will be improving the content that . This organization is globally recognized and you will be part of that magic! They are not letting good talent fly by - and are investing all efforts to give the best experience to consumers and employees, alike.The RoleYou WillOversee a team of leaders that work to develop, implement, and optimize machine learning and deep learning models for a better consumer experienceCommunicate with stakeholders and leaders from various verticals to define business goals and deliver business insightDemonstrate a high level of ownership of tasks at hand, including timeliness, proactivity, and passion to develop your team to raise the barCollaborate with world-class data scientists and engineers to make an impact in the world!You HaveSkills and ExpertiseExpertise working with a team that develops in Python to productionize machine learning models for large-scale data setsHUGE PLUS! Industry experience deploying models based on Deep Learning, Reinforcement Learning, and/or Bayesian statistics frameworksStrong capacity to work with Big Data tools and streaming technology, including Kafka, Kinesis, and AWSExtensive knowledge of Machine Learning and Deep Learning model production for content analysis and ad-tech platform optimizationExceptional communication skills and a passion for data!Benefits$270,000- $320,000 + Competitive BenefitsGreat 401K packageRelocation and/or Sign-on BonusOpen to Visa Sponsorship/TransferHow To ApplyPlease register your interest using the Apply button on this page.For more information this role or other Data Science and Machine Learning roles, please contact Karla Guerra at Harnham.KEYWORDSPython, R, Machine Learning, Natural Language Processing, NLP, Linguistics, Computational Linguist, Big Data, AI, Artificial Intelligence, Java, Text Processing, Hadoop, Spark, AWS, SQL, Modelling, Algorithm, Social Media, Social Analytics, Content Analysis, Sentiment Analysis, Data Scientist, Data Science, Big Data, Scikit-learn, TensorFlow, PyTorch, Keras, Classification, Clustering, Extraction, Retail, Financial, Fin-Tech, Ad-Tech, Advertising, Gaming, Supply-Chain Logistics, Consumer Behavior, Membership, Product Development, Product Analytics, Time-Series, ARIMA, Bayes, Deep Learning, PySpark, Stakeholders, Manager, SVP, Executive"
512,Medical Data Scientist,Harnham,"Oakland, CA, US",Be among the first 25 applicants,"MEDICAL DATA SCIENTISTSAN FRANCISCO BAY AREA$120,000-$160,000 + EQUITY + BENEFITSAre you a self-sufficient machine learning specialist with a medical degree background looking for a production-focused and fast-moving environment to excel in? A company in the Bay Area is looking for a talented data scientist to help shape the future of the computational group. If you are looking for a product-focused role that will make a difference in the lives of millions, apply now!THE ROLEAs The Medical Data Scientist, Your Responsibilities Will IncludeAlgorithm development - both optimize existing and develop into productionDataset and model validation to ensure medical accuracyAssist on the improvement and development of their machine learning platformCommunicate cross-functionally with a product focus from idea inception to commercial releaseYour Skills And ExperiencesThe successful Medical Data Scientist will have the following skills and experience:Medical Degree (MD and MD/PhD preferred, MBBS and DO okay),Experience utilizing data science skillsets on real-world problems (machine learning/NLP experience preferred)Programming background in Python (pandas, numpy, etc.)Image analysis/processing background highly desirableSoftware development background highly desirableHighly self-sufficient and curious individual!The BenefitsGenerous Salary: $120,000-$160,000 Base SalaryEarly-stage equityComprehensive benefits packageUnlimited PTOFlexible HoursCatered Lunches/SnacksDiverse and fast-paced environmentAnd much more!How To ApplyPlease register your interest by sending your CV to Riley Hsia via the Apply link on this page."
513,Data Science Manager,Harnham,San Francisco Bay Area,38 applicants,"Data Science Manager - Recommendations San Francisco Bay Area $185,000 - $230,000 + Competitive Benefits  The Company Harnham is working with an industry leading brand disrupting the way customer insights are delivered across platforms and digital products. You will be working alongside some of the brightest minds in the industry at one of the best companies in the world!  You will be working on improving retail store experiences, personalization of online newsfeeds, and forecasting and planning analytics for the next big product. You will be innovating product at a level that has never been done before with a billion dollar business. Aside from working with leaders across the organization, you will be a leading figure in their creative development team, with a clear path to career growth. This role gives you the opportunity to work with tons of data, a global brand, and have ownership of new products and services. Your expertise will allow you to really develop and own your work with all the resources you need!  The Role You will:  Build major      projects designed to improve on a personalized user experience – impacting      the way people receive communications, recommendations, media, exclusive      experiences, and assistance with digital products  Collaborate with      inquisitive and bright individuals like yourself to develop, train, and      productionize models to influence key business and product decisions  Develop high-level machine learning platforms, using innovative statistical, machine learning, forecasting, deep learning, and NLP techniques, to optimize business functions and establish a unqiue one-to-one client to consumer relationship  Communicate with      organizational leaders across different verticals to deliver on      digital product goals, whether it’s your manager, engineers, marketing, or company      stakeholder!   Skills and Expertise You have:  Industry      experience implementing machine learning, NLP, time-series analysis,      and/or logistics implementations to take models to production  Must be an      expert in Python and TensorFlow and have experience using AWS – this company      has all the resources to use the latest tech!  HUGE PLUS! –      Experience in retail, ad-tech, fin-tech, gaming, supply-chain logistics,      consumer behavior, and/or product analytics!  Exceptional      communication skills – you can effortlessly relate insight with clients, engineers,      developers, and business operations personnel   Benefits $185,000 - $230,000 - Annual Base Salary + Bonus + Equity (Options) Flexible hours and amazing work-life balance Possible relocation and sign-on bonuses, as well as Corporate Housing Access to wellness facilities and programs Commuter benefits and bike/shuttle program Amazing health benefits and 401K contributions  How to Apply Please register your interest using the Apply button on this page.  For more information this role or other Data Science roles, please contact Karla Guerra at Harnham.  KEYWORDS Python, R, Machine Learning, Natural Language Processing, NLP, Linguistics, Computational Linguist, Big Data, AI, Artificial Intelligence, Java, Text Processing, Hadoop, Spark, AWS, SQL, Modelling, Algorithm, Social Media, Social Analytics, Content Analysis, Sentiment Analysis, Data Scientist, Data Science, Big Data, Scikit-learn, TensorFlow, PyTorch, Keras, Classification, Clustering, Extraction, Retail, Financial, Fin-Tech, Ad-Tech, Advertising, Gaming, Supply-Chain Logistics, Consumer Behavior, Membership, Product Development, Product Analytics, Time-Series, ARIMA, Bayes, Deep Learning, PySpark, Stakeholders, Manager, Unique"
514,Head of Data Science,Harnham,San Francisco Bay Area,94 applicants,"HEAD OF DATA SCIENCE $220,000/yr – $260,000/yr + BENEFITS SAN FRANCISCO BAY AREA, CALIFORNIA, UNITED STATES   Are you looking to join a rapidly growing, AI-dedicated company making waves and partnering with Fortune 500 companies? Harnham is working with a disruptive industry newcomer as they look to lean on Natural Language Processing and data science as the platforms for future growth. They are seeking an experienced data science leader with a proven record of building dynamic teams, crafting technical strategy, and delivering domain expertise in NLP and AI.   THE COMPANY: As Head of Data Science, you will be joining a well-funded late stage start-up and lead their push towards delivering cutting-edge, AI-inspired insights. They will look to you in leading and continuing innovative initiatives with NLP and data science, leading three verticals focusing on infrastructure, advanced research, and production. They will be expecting you to build, implement, and drive technical strategy while delivering significant business impact. Benefitting from the freedom that a well-funded start-up can offer, you will also be given the unique chance to play a significant role in leading their data science direction and identity- all while solving complex problems to stay ahead in the AI industry.   THE ROLE: The Head of Data Science will regularly work with executives and stakeholders to implement strategy, influence technical direction, and ultimately deliver significant impact through cutting-edge data science leadership. You will:  Oversee and mentor a dynamic team that works to design,      develop, implement, and optimize machine learning  Act as subject-matter expert in AI and Natural Language      Processing, including as the lead of their  data science R&D vertical  Communicate with stakeholders and leadership to ensure      positive contribution to the bottom line  Play an important role in developing and delivering      machine learning vision and goals       YOUR SKILLS AND EXPERIENCE: The successful Head of Data Science will have the following skills and experience:   Advanced education in computer science, mathematics, or      engineering   Impactful experience and expertise with Natural      Language Processing is critical  Proven ability to build and lead teams, drive strategy,      and deliver results  Full-time, end-to-end professional hands-on experience      developing and machine learning models  Strong engineering and technical      background/capabilities  Passion for leading, managing, building teams, and      pushing the frontier with cutting-edge AI  Tools: NLP, Strong Python are critical; comfortable with      Scala, C++, Tensorflow, Keras, PyTorch, Spark    THE BENEFITS: The successful Head of Data Science will receive a salary, dependent on experience, between $230,000 – $260,000. The company will additionally offer competitive benefits, including: 401K Unlimited PTO Daily catered meals Wellness allowances Medical/Dental/Vision   HOW TO APPLY: Please register your interest by sending your CV to Brendan McMahon via the Apply link on this page."
515,"Content Data Scientist, Apple Media Products Data Science",Apple,"Culver City, CA, US",Over 200 applicants,"SummaryAt Apple, new ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. If you are an ambitious, high-energy individual who is not afraid of challenges, we’re looking for you. Apple is seeking an expert Data Scientist to join a team passionate about Content Data Science & Analytics for Apple Media Products (AMP), covering the App Store, Apple Music/iTunes, Video and other services. This role will involve working with Internet-scale data across numerous product and customer touch points, undertaking in-depth quantitative analysis and building models to drive strategy. The team’s culture is centered around rapid iteration with open feedback and debate along the way, plus strong collaboration with product, engineering, business, and marketing partners.Key Qualifications3+ years of experience as a Data Scientist or Data Analyst, preferably for an app or digital subscription business. You should have a strong and curious business mindset with an ability to condense complex concepts and analysis into clear and concise takeaways that drive action.Well-versed in SQL languages. Experience with big data technologies such as Hadoop and Spark preferred, building models for data analytics a plus.We need familiarity with Python or R and data visualization tools such as Tableau for full-stack data analysis, insight synthesis, and presentation.Experience using relevant statistical packages to build predictive/ML models.We value familiarity with A/B test experimentation design.Excellent communication, interpersonal and presentation skills with meticulous attention to detail.We seek someone with excellent time management skills with the ability to lead work to tight deadlines and handle the pressure of executive requests and product launches.DescriptionYou will dive deep into data to uncover trends identify key insight, and craft machine learning models that will propel the Apple Media content strategy. You will craft how best to monitor, measure and understand performance. You will be collaborating with product, business, marketing, finance and executive teams to generate regular presentations for C-level. You will be partnering with other Apple organizations on data gathering, data governance, evangelizing key performance indicators and democratizing data.Education & ExperienceMinimum of a Bachelor’s degree in Computer Science, Statistics, Mathematics, Engineering, Economics or relevant field. Ideally, Masters in related field."
516,Senior Data Science Engineer,Harnham,"Los Angeles, CA, US",Be among the first 25 applicants,"Senior Data Science EngineerLos Angeles, CA $160,000 - $190,000 + Competitive BenefitsThe CompanyCOMPANY: Join a growing company looking to become the most transparent brand in their space.TEAM: Join a strong team of 8-10 data and machine learning engineers. The team is planning to double in 2020!CULTURE: Casual work environment along with a diverse and inclusive cultureTHE ROLEAs a Senior Data Science Engineer you will…Build machine learning models end to end from design to implementationHelp with scalability and write production ready codeWork on problems such as building out personalization, recommendation, and pricing algorithmsWork alongside data engineering and product teamsYour Skills And Experience4+ years of experience in machine learning and software engineeringMultiple years of experience deploying machine learning and statistical models into real world applicationsExperience writing production level codeGood communication skills and experience working cross functionally with non technical teamsExperience with techniques such as classification, regression, tree-based methods, or anomaly detectionHuge Plus: Experience in pricing or automotive industry!Tools: Python, Spark, PysparkThe BenefitsAs a Senior Data Science Engineer, you can expect a base salary between $160,000 to $190,000 (based on experience) plus competitive benefits.How To ApplyPlease register your interest by sending your CV to Kristianna Chung via the Apply link on this page"
517,Data Science Manager,Harnham,San Francisco Bay Area,37 applicants,"Senior Manager - Data Science San Francisco Bay Area, CA $180,000 - $210,000 + Competitive Benefits   THE COMPANY COMPANY:  A leader in the healthcare tech space! TEAM: Join a nationwide AI team of over 50 data scientists and engineers. CULTURE: Casual work environment along with a diverse and inclusive culture; flexible working hours and a work from home policy.   THE ROLE As a Senior Manager of Data Science you will… Lead a team of 5-6 data scientists and provide guidance and mentorship  Ensure delivery of the team and projects Work in an environment that is 70% hands on and about 30% leadership Create advanced machine learning solutions using healthcare and claims data Collaborate with software engineers and data engineers to deploy models into production   YOUR SKILLS AND EXPERIENCE 6+ years of full time experience in data science, engineering, or analytics 2+ years of experience in leadership Experience deploying machine learning and statistical models into real world applications Expert knowledge and experience with NLP and other advanced machine learning techniques Experience building models with healthcare data is a huge plus! Deep learning experience is a plus. Tools: Python, SQL, Scala or Pyspark   THE BENEFITS As a Senior Manager of Data Science, you can expect a base salary between $180,000 to $210,000 (based on experience) plus competitive benefits.   HOW TO APPLY Please register your interest by sending your CV to Kristianna Chung via the Apply link on this page"
